S,Channel,0,1,2,3
0,0,0.07170323797627644,0.025066589864188246,0.07728919038923569,0.04244704230802753
0,1,0.14052708226914873,-0.01730692770456364,-0.07649449531978111,-0.00813421402849129
0,2,-0.03950449781503876,-0.004142324098417298,0.15579003300396171,0.07443419403100958
0,3,0.11354150966299485,0.15612846215588086,-0.01210980406556929,-0.045510565969832245
0,4,0.25624062278371285,0.16253892462533287,0.16971593731155568,0.14726586955362952
0,5,0.2786217409098548,0.08892766954992583,0.25212566631501665,0.1379106575366595
0,6,0.06443440912910964,-0.030277177620214295,-0.02796411410278489,0.12003876063456508
0,7,0.2431646536376967,0.034577487897962576,0.2208581683548584,0.1572752759842086
0,8,0.10702621612119154,0.058537222716959485,0.04429624115817812,0.07749249489204077
0,9,0.4265548045294773,0.17004861015113565,0.17907991925059377,0.1944180082299258
0,10,0.0949886363291579,0.027147813429899324,0.1361896289316367,0.19397528786951174
0,11,0.0025710015739971773,-0.020995723993445684,0.14260569745580132,0.21278213036573781
0,12,0.12523537744807678,-0.005682220804658887,-0.016205825619093367,0.0009087735573560488
0,13,0.0850442901823004,0.07200267462226093,0.12662041670293342,0.10487494856661252
1,0,0.03475479882242134,0.07107476157339934,0.013174520959409271,0.0913038411733761
1,1,-0.03929327487859378,-0.08537105326107627,-0.06302331241702738,-0.13509738051310635
1,2,0.02682181204815394,0.00519344505900748,-0.07715741406689294,-0.05925856556527565
1,3,-0.05707593455126709,-0.03210536703510971,-0.05664606696336106,-0.11745211838031779
1,4,0.007682638860864604,-0.043074263375667554,-0.0009510579248179364,-0.09280789601735621
1,5,-0.041486540152119736,-0.04796162172969157,-0.03669985799162507,-0.0011326924930938624
1,6,-0.16098756695221997,0.013763968206617544,-0.28956310419086145,-0.38316628619845006
1,7,-0.08624994044135183,-0.019062929641346017,-0.17243235747720695,-0.17182869802762846
1,8,-0.08828758522856023,-0.04768856354059434,-0.2569134557421378,-0.20782707611258175
1,9,-0.20177801953382654,-0.02651022276163877,-0.1351793781269216,-0.24747560065373134
1,10,-0.09112697535544959,-0.08115428864718499,-0.06777737304643904,0.0016961529993577559
1,11,-0.0016931528423780693,-0.16168642899513985,-0.041263452259359595,0.05302957485331281
1,12,-0.1405836907568338,-0.12467361493833451,-0.1309754072778196,-0.11527191675386289
1,13,-0.05303253402152728,0.03288657541616009,0.026044021387235595,0.012194936148442895
2,0,0.25732780358526214,-0.08396031207930284,0.08054985059235782,0.03978215092171575
2,1,0.20288745645682524,0.04021852819859727,0.1386836758509403,0.004110325947963102
2,2,0.15913758198144362,0.027500935283629124,0.0545433652119953,0.12827326685690607
2,3,0.10791855216078267,0.08155104871451542,0.13178471191817737,0.026958531197863237
2,4,0.2618441969511775,0.1667441946905341,0.3142670016000899,0.16867709354900393
2,5,0.16087270011296811,0.055190251847089505,0.21841097818341557,0.10363452932047273
2,6,-0.012040523455168681,-0.11281581400785817,0.06061781346663631,-0.006907732462680873
2,7,0.07611954052786755,-0.07648442742090544,0.10575862456793972,0.1500451576418276
2,8,-0.0553809115080577,0.11711619755402562,0.0649309039479909,0.20789761658226844
2,9,-0.005170308107714422,0.10940093660517872,0.1413784404962029,0.1684438155830166
2,10,0.4722304315005081,0.15475847157665668,0.4289792446396249,0.1766935992158504
2,11,0.06880125168912798,-0.11614509035379449,0.3488929824092398,0.19906582300266612
2,12,,,,
2,13,,,,
3,0,-0.03177907090311439,-0.032855625059102944,-0.009368797690680901,-0.04368586257829008
3,1,-0.059984857367414,0.055567974801119475,-0.03489866100312224,-0.04191016233788416
3,2,-0.05193094850429129,0.027294980133541234,-0.011655287080531025,-0.054926524398466806
3,3,-0.0605753805752771,0.020880211390525316,-0.02465704587708559,-0.1019422029951068
3,4,0.14080642702985827,0.06856736802724078,-0.10783888266118132,-0.027704588658261857
3,5,0.06604150568599754,-0.03402746798108061,-0.03874165261982362,-0.045192018288421155
3,6,,,,
