OriginalVariableNames,Var1,Var2,Var3,Var4
Var1,2.07300077090504,3.29376944014254,3.00083762423692,2.85074838674888
Var2,4.65269574808168,3.47669725441685,4.65269574808168,3.09105754782723
Var3,3.29376944014254,3.29376944014254,0,3.16796910761376
Var4,0.967421566101701,4.65269574808168,1.39814886539716,4.65269574808168
Var5,1.48472664046793,2.50636024383355,4.65269574808168,4.65269574808168
Var6,2.85074838674888,2.67510356955789,1.633519345811,3.47669725441685
Var7,3.23480574257823,3.70934200114148,1.19543697308184,2.85074838674888
Var8,2.32634787404084,2.7570751733363,3.47669725441685,3.60789943958544
Var9,2.7570751733363,2.57969497717664,2.8922966959737,3.29376944014254
Var10,3.09105754782723,2.32634787404084,1.76039905210798,2.64498723800522
Var11,3.39391839791898,2.7570751733363,1.82483913057209,3.60789943958544
Var12,2.32634787404084,1.76039905210798,0,2.7570751733363
Var13,1.64191131629778,2.64498723800522,0.36002473958541,3.60789943958544
Var14,2.14633550424814,2.64498723800522,2.13514104775628,3.60789943958544
Var15,3.00083762423692,4.65269574808168,0.455930675060962,2.93093322062408
Var16,2.50636024383355,3.00083762423692,3.47669725441685,4.65269574808168
Var17,2.07300077090504,3.60789943958544,2.7570751733363,3.39391839791898
Var18,4.65269574808168,4.65269574808168,-1.56163820025445,4.65269574808168
Var19,2.00770851007647,2.57969497717664,3.09105754782723,3.47669725441685
Var20,3.09105754782723,3.29376944014254,-1.10570752519349,2.13514104775628
Var21,4.65269574808168,3.00083762423692,0.536694266806244,4.65269574808168
Var22,1.7217625274576,3.00083762423692,3.16796910761376,2.32634787404084
Var23,1.89562057474538,2.67510356955789,3.00083762423692,2.85074838674888
Var24,2.57969497717664,3.29376944014254,0,3.09105754782723
Var25,1.89562057474538,2.07300077090504,1.09496833670871,2.00770851007647
Var26,2.4660581729227,3.09105754782723,0,2.57969497717664
Var27,2.32634787404084,4.65269574808168,4.65269574808168,3.29376944014254
Var28,2.85074838674888,2.57969497717664,4.65269574808168,2.57969497717664
Var29,2.30069876075202,3.29376944014254,1.25721356405443,2.32634787404084
Var30,3.47669725441685,3.16796910761376,1.09496833670871,2.57969497717664
