OriginalVariableNames,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8
all_hit_rates_collapsed1,0.8,0.772727272727273,0.863636363636364,0.8,0.6,0.904761904761905,0.826086956521739,0.99
all_hit_rates_collapsed2,0.761904761904762,0.99,0.80952380952381,0.9,0.88,0.666666666666667,0.791666666666667,0.99
all_hit_rates_collapsed3,0.875,0.99,0.99,0.99,0.99,0.99,0.99,0.833333333333333
all_hit_rates_collapsed4,0.947368421052632,0.99,0.9,0.99,0.782608695652174,0.882352941176471,0.8,0.863636363636364
all_hit_rates_collapsed5,0.833333333333333,0.571428571428571,0.863636363636364,0.727272727272727,0.5,0.739130434782609,0.88,0.842105263157895
all_hit_rates_collapsed6,0.619047619047619,0.80952380952381,0.583333333333333,0.8,0.684210526315789,0.739130434782609,0.695652173913043,0.88
all_hit_rates_collapsed7,0.952380952380952,0.99,0.894736842105263,0.99,0.695652173913043,0.95,0.681818181818182,0.99
all_hit_rates_collapsed8,0.7,0.99,0.84,0.85,0.842105263157895,0.772727272727273,0.875,0.958333333333333
all_hit_rates_collapsed9,0.772727272727273,0.91304347826087,0.789473684210526,0.863636363636364,0.5,0.99,0.684210526315789,0.7
all_hit_rates_collapsed10,0.8,0.9,0.681818181818182,0.869565217391304,0.789473684210526,0.611111111111111,0.833333333333333,0.772727272727273
all_hit_rates_collapsed11,0.736842105263158,0.857142857142857,0.92,0.826086956521739,0.65,0.99,0.857142857142857,0.785714285714286
all_hit_rates_collapsed12,0.91304347826087,0.909090909090909,0.818181818181818,0.72,0.4375,0.833333333333333,0.619047619047619,0.894736842105263
all_hit_rates_collapsed13,0.857142857142857,0.863636363636364,0.99,0.875,0.85,0.944444444444444,0.818181818181818,0.782608695652174
all_hit_rates_collapsed14,0.7,0.875,0.75,0.75,0.391304347826087,0.761904761904762,0.99,0.739130434782609
all_hit_rates_collapsed15,0.99,0.888888888888889,0.909090909090909,0.99,0.863636363636364,0.782608695652174,0.736842105263158,0.95
all_hit_rates_collapsed16,0.99,0.909090909090909,0.99,0.954545454545455,0.80952380952381,0.99,0.99,0.962962962962963
all_hit_rates_collapsed17,0.99,0.99,0.772727272727273,0.99,0.7,0.99,0.826086956521739,0.772727272727273
all_hit_rates_collapsed18,0.85,0.91304347826087,0.99,0.904761904761905,0.99,0.846153846153846,0.952380952380952,0.923076923076923
all_hit_rates_collapsed19,0.99,0.782608695652174,0.88,0.869565217391304,0.347826086956522,0.772727272727273,0.95,0.818181818181818
all_hit_rates_collapsed20,0.857142857142857,0.99,0.958333333333333,0.863636363636364,0.956521739130435,0.956521739130435,0.99,0.875
all_hit_rates_collapsed21,0.739130434782609,0.944444444444444,0.772727272727273,0.714285714285714,0.857142857142857,0.95,0.65,0.7
all_hit_rates_collapsed22,0.652173913043478,0.842105263157895,0.777777777777778,0.99,0.296296296296296,0.857142857142857,0.714285714285714,0.85
all_hit_rates_collapsed23,0.85,0.99,0.769230769230769,0.875,0.695652173913043,0.714285714285714,0.99,0.833333333333333
all_hit_rates_collapsed24,0.80952380952381,0.916666666666667,0.904761904761905,0.727272727272727,0.863636363636364,0.761904761904762,0.952380952380952,0.842105263157895
all_hit_rates_collapsed25,0.727272727272727,0.904761904761905,0.833333333333333,0.727272727272727,0.571428571428571,0.708333333333333,0.666666666666667,0.478260869565217
all_hit_rates_collapsed26,0.782608695652174,0.826086956521739,0.791666666666667,0.904761904761905,0.826086956521739,0.894736842105263,0.99,0.772727272727273
all_hit_rates_collapsed27,0.76,0.952380952380952,0.739130434782609,0.956521739130435,0.56,0.952380952380952,0.952380952380952,0.888888888888889
all_hit_rates_collapsed28,0.99,0.99,0.958333333333333,0.80952380952381,0.666666666666667,0.80952380952381,0.904761904761905,0.76
all_hit_rates_collapsed29,0.64,0.772727272727273,0.869565217391304,0.625,0.7,0.85,0.619047619047619,0.631578947368421
all_hit_rates_collapsed30,0.944444444444444,0.91304347826087,0.944444444444444,0.952380952380952,0.84,0.80952380952381,0.695652173913043,0.818181818181818
