,time,condition,epoch,S1_D1 hbo,S1_D1 hbr,S2_D1 hbo,S2_D1 hbr,S4_D3 hbo,S4_D3 hbr,S5_D4 hbo,S5_D4 hbr,S5_D5 hbo,S5_D5 hbr,S6_D4 hbo,S6_D4 hbr,S6_D5 hbo,S6_D5 hbr,S7_D6 hbo,S7_D6 hbr,S7_D7 hbo,S7_D7 hbr
0,-5.0,Inhale,0,0.27284397692536766,-0.05756391327438848,0.14197832362502016,-0.028726591669559435,0.19999518570642774,-0.08026812987755672,0.15602529356665873,-0.006267242936223746,0.15955725135734805,-0.030431726363580578,0.18769697223904744,0.020017691524995745,0.354381236818488,0.0006213996601104651,0.2338399170723411,-0.038608622251957304,0.2624710780670154,-0.06455129477243171
1,-4.666666666666667,Inhale,0,0.23706225017754026,-0.04809596717860081,0.11969802120582375,-0.026374805170044265,0.17024148741735615,-0.06992049198689676,0.1316316165318152,-0.0067624610047514536,0.13444703218622744,-0.027981623933611297,0.1613642154691765,0.02004676479218388,0.3081436610103349,0.0003549355176119952,0.2038943764198594,-0.02813764529882562,0.2261910969716465,-0.05599289234637337
2,-4.333333333333333,Inhale,0,0.19869506465347356,-0.03801307231966834,0.09711951860004019,-0.022258188075034498,0.1421319600076177,-0.05953131670024435,0.10533414875562822,-0.00642548512389384,0.10840718461145495,-0.025752963290437705,0.13374125190461428,0.019136447305995858,0.25745377621255233,0.0004481447194139686,0.16567466864934227,-0.018761604806258023,0.1798212879879454,-0.046959719940966205
3,-4.0,Inhale,0,0.15883043624411813,-0.027744859057284462,0.07511453934907027,-0.01694611967100149,0.1162125342560064,-0.04952739774680446,0.07640428132315571,-0.003907516282247278,0.08164057364807269,-0.023627649592537544,0.10606796540499006,0.016894829707592016,0.204441748199685,0.0007736110567859119,0.12271048792581311,-0.010345178970409154,0.12722075424768592,-0.03762576255574759
4,-3.6666666666666665,Inhale,0,0.11811057316577876,-0.01763719454956465,0.05414748440147191,-0.011349994573147146,0.0911268099682295,-0.039932113551463824,0.04502162686043347,0.000915348654685288,0.05411898960782883,-0.02123028058996376,0.07886995193026468,0.013379244876322164,0.15029665068509754,0.0012292819021164237,0.07911536762877124,-0.002653141753688711,0.07329373979517627,-0.028068275255263453
5,-3.3333333333333335,Inhale,0,0.07712517604244501,-0.007980631272669158,0.034281438789359735,-0.006329996688398681,0.06500529216807219,-0.030307733243084976,0.01271526688416256,0.006600293419591479,0.026002162622636344,-0.018046497100064916,0.052190364231584276,0.008849566809548235,0.0955558509412467,0.0017359547233953612,0.03843902573159223,0.004492655886981832,0.02301931323589354,-0.018104406300038664
6,-3.0,Inhale,0,0.036648246179640985,0.0009419662391712655,0.015289605738669,-0.002351036574846583,0.03684032458378146,-0.019893606024158968,-0.018046620145196483,0.011013913510733876,-0.002073717855678429,-0.0136342243879855,0.025865487854979538,0.0036660276152848054,0.040599469489186635,0.002214432113524128,0.0029737019998577665,0.01104580749025377,-0.019469079179240057,-0.007367440397244923
7,-2.6666666666666665,Inhale,0,-0.0024215372672070335,0.0088060912952539,-0.003109685322129993,0.0005798719632812588,0.006940784084725615,-0.007979968646102814,-0.04457574883223303,0.012628745684422064,-0.028894951346347883,-0.007809652725966068,-0.0002413630778303654,-0.0017092302922122249,-0.0138763228292476,0.0025765777320106817,-0.02643087031123557,0.01661012131342083,-0.05171960643987161,0.004301229277688056
8,-2.3333333333333335,Inhale,0,-0.03940983438035463,0.015295313966456978,-0.021048017012660153,0.0027793923320405456,-0.02353502279530702,0.005649298409213544,-0.06455720779303394,0.01117606603874684,-0.05278129911219841,-0.0007326286693203638,-0.026149989210885866,-0.006641921983825908,-0.06657551539267631,0.0027336223132599503,-0.050219983617420076,0.020482227980437633,-0.0735544192079104,0.016405719096401913
9,-2.0,Inhale,0,-0.07402410217279999,0.020241875105116002,-0.038381085846372176,0.004740614774311339,-0.053269843377415436,0.020440135135042333,-0.07645229161345612,0.0074889132129389545,-0.07179274346917812,0.007120148605286192,-0.0516451775713991,-0.010381078544715544,-0.1154792481162027,0.002599200031409775,-0.06973125982072709,0.021919757095139925,-0.08699255473101083,0.027692550957188197
10,-1.6666666666666667,Inhale,0,-0.10610416458968093,0.02367445499124726,-0.05465256374842424,0.0070216434823378296,-0.08116007536198488,0.03511587266695608,-0.07981032203943565,0.0029664333771648363,-0.0840356524145001,0.01506283170574624,-0.07595784571799649,-0.012403985409828707,-0.15796743237374966,0.002078319392561972,-0.08661817181050653,0.020469088531772206,-0.0954140340500462,0.036505722644362915
11,-1.3333333333333333,Inhale,0,-0.13526005376777447,0.02572056908784792,-0.06913918127075788,0.010117850710706224,-0.10619958371697892,0.048048709275829875,-0.07532424446466818,-0.0011000189161372062,-0.08807351760813122,0.022337115768430636,-0.09753077324053973,-0.012833847278118208,-0.19127461929247283,0.0010656178563491563,-0.1020899520271671,0.016128068852003383,-0.10219151748360958,0.04138261661722778
12,-1.0,Inhale,0,-0.16068442302718888,0.026533287062684482,-0.08088266487222846,0.014277465256129223,-0.1270538838219837,0.05777592815795648,-0.064531721724529,-0.00413764677892457,-0.08334296124046246,0.028215099130955008,-0.1143265646873564,-0.012539473342420844,-0.21316025288353355,-0.000533421621203158,-0.11616274037316694,0.00934014514997822,-0.10921107522774608,0.04161742449640638
13,-0.6666666666666666,Inhale,0,-0.1812913080134101,0.026322462872172412,-0.0887744878908402,0.019364191762346564,-0.14188143817403104,0.0634082541426285,-0.04963836882719842,-0.0063564123818334525,-0.07054932678709157,0.032032544713184716,-0.12468407218604059,-0.012791260104839063,-0.22263127354539636,-0.002782507985918376,-0.127505300479366,0.0009767825204560852,-0.11600274344277857,0.03758441619957229
14,-0.3333333333333333,Inhale,0,-0.19602741007064575,0.02538825286063129,-0.09186541047943374,0.024940991565976227,-0.1487723467690283,0.0647571140182955,-0.03369222170779769,-0.008164635177579961,-0.05188243375500689,0.033198573285422965,-0.12831031409204388,-0.014603245505982387,-0.22048874724006792,-0.0057220747973863876,-0.1340462406419018,-0.0076932271576158956,-0.11996066289207857,0.03064093235693207
15,0.0,Inhale,0,-0.20409289009930273,0.024111364171594356,-0.08977583526660789,0.0305147105749029,-0.1466221841754874,0.06216544597039055,-0.02050348677430545,-0.009668295296691847,-0.0307465904449733,0.031280933444441994,-0.1269501092505645,-0.018086530169979756,-0.20941898168324402,-0.00939309261404189,-0.133843026346086,-0.01526523458168905,-0.11750157765107139,0.022539179922286268
