,Condition,df,mse,p_value,se,t,theta,Source,Detector,Chroma,Significant,ch_name
0,Exhale,57.0,2.9366820543777224e-14,0.5108950500121184,8.743515090956814e-08,-0.6615973698441967,-0.0578468658737007,1,1,hbo,False,S1_D1 hbo
1,Hold_Breath,57.0,2.9366820543777224e-14,0.4396584165594224,1.1408684180454937e-07,-0.7782190788479698,-0.08878455693781047,1,1,hbo,False,S1_D1 hbo
2,Inhale,57.0,2.9366820543777224e-14,0.5809768820750418,8.065288301240734e-08,0.5551314618653476,0.044772952850332545,1,1,hbo,False,S1_D1 hbo
45,m_noise__ild_0__itd_500__targ_l,57.0,2.9366820543777224e-14,0.5529913113991773,1.0876643426741887e-07,0.5968192635198651,0.06491390319516276,1,1,hbo,False,S1_D1 hbo
46,m_noise__ild_0__itd_500__targ_r,57.0,2.9366820543777224e-14,0.7899345742153436,1.0772966144424411e-07,0.2676503942735063,0.028833886360503286,1,1,hbo,False,S1_D1 hbo
47,m_noise__ild_0__itd_50__targ_l,57.0,2.9366820543777224e-14,0.5468465381858265,1.0935600132094013e-07,0.6061121892511476,0.06628200536838642,1,1,hbo,False,S1_D1 hbo
48,m_noise__ild_0__itd_50__targ_r,57.0,2.9366820543777224e-14,0.46066044366573444,1.084300893149778e-07,0.7427879661540332,0.08054056551217252,1,1,hbo,False,S1_D1 hbo
49,m_noise__ild_10__itd_0__targ_l,57.0,2.9366820543777224e-14,0.6790558480559719,1.0922443532231461e-07,0.4158849536805234,0.04542479922480214,1,1,hbo,False,S1_D1 hbo
50,m_noise__ild_10__itd_0__targ_r,57.0,2.9366820543777224e-14,0.7736572318670418,9.653749358306593e-08,0.2889640716793497,0.02789586721548182,1,1,hbo,False,S1_D1 hbo
51,m_speech__ild_0__itd_500__targ_l,57.0,2.9366820543777224e-14,0.7220672435666573,1.0858372591681248e-07,0.35746054733061894,0.0388143980974217,1,1,hbo,False,S1_D1 hbo
52,m_speech__ild_0__itd_500__targ_r,57.0,2.9366820543777224e-14,0.5570631511205377,1.0886068917770977e-07,0.5906899340522608,0.06430291331126504,1,1,hbo,False,S1_D1 hbo
53,m_speech__ild_0__itd_50__targ_l,57.0,2.9366820543777224e-14,0.6467785403018858,1.0888809969658457e-07,0.4606835360865164,0.05016295480596371,1,1,hbo,False,S1_D1 hbo
54,m_speech__ild_0__itd_50__targ_r,57.0,2.9366820543777224e-14,0.8252790317514207,1.0882868415665424e-07,0.22177843244183632,0.024135854976970485,1,1,hbo,False,S1_D1 hbo
55,m_speech__ild_10__itd_0__targ_l,57.0,2.9366820543777224e-14,0.8340885149288125,1.0827407286180888e-07,0.21042226867911504,0.02278327605070963,1,1,hbo,False,S1_D1 hbo
56,m_speech__ild_10__itd_0__targ_r,57.0,2.9366820543777224e-14,0.7609607696943783,1.0944765237037816e-07,0.305681507499906,0.033456123368902864,1,1,hbo,False,S1_D1 hbo
57,Exhale,57.0,5.291364415762469e-15,0.7881153300757991,3.7114313809318224e-08,-0.2700262225595348,-0.01002183796081938,1,1,hbr,False,S1_D1 hbr
58,Hold_Breath,57.0,5.291364415762469e-15,0.8580204413302567,4.842737507970299e-08,-0.1797063445213981,-0.008702706550340075,1,1,hbr,False,S1_D1 hbr
59,Inhale,57.0,5.291364415762469e-15,0.8047144225597496,3.4235389069605273e-08,0.24840427125097578,0.008504216872828919,1,1,hbr,False,S1_D1 hbr
102,m_noise__ild_0__itd_500__targ_l,57.0,5.291364415762469e-15,0.8490737403198986,4.616897816642089e-08,0.19116742629439365,0.008826004730716736,1,1,hbr,False,S1_D1 hbr
103,m_noise__ild_0__itd_500__targ_r,57.0,5.291364415762469e-15,0.8026103727019157,4.5728890724379655e-08,0.2511382667968554,0.011484274359063506,1,1,hbr,False,S1_D1 hbr
104,m_noise__ild_0__itd_50__targ_l,57.0,5.291364415762469e-15,0.5944709776305681,4.641923651684856e-08,0.5353784309746278,0.024851858013430532,1,1,hbr,False,S1_D1 hbr
105,m_noise__ild_0__itd_50__targ_r,57.0,5.291364415762469e-15,0.675102948736291,4.602620707283647e-08,0.4213242117867176,0.01939195541649507,1,1,hbr,False,S1_D1 hbr
106,m_noise__ild_10__itd_0__targ_l,57.0,5.291364415762469e-15,0.8936723616516423,4.636338962107693e-08,0.13425690691783065,0.00622460528475204,1,1,hbr,False,S1_D1 hbr
107,m_noise__ild_10__itd_0__targ_r,57.0,5.291364415762469e-15,0.9234537458357011,4.097805966976228e-08,0.09651040403115078,0.003954809095141363,1,1,hbr,False,S1_D1 hbr
108,m_speech__ild_0__itd_500__targ_l,57.0,5.291364415762469e-15,0.7537204317762501,4.609142245811083e-08,0.31525355957459644,0.014530484995775935,1,1,hbr,False,S1_D1 hbr
109,m_speech__ild_0__itd_500__targ_r,57.0,5.291364415762469e-15,0.6733238735682827,4.6208987319286925e-08,0.4237763725303494,0.01958227702446833,1,1,hbr,False,S1_D1 hbr
110,m_speech__ild_0__itd_50__targ_l,57.0,5.291364415762469e-15,0.812487476789686,4.6220622486477835e-08,0.23832016285811858,0.011015306278381015,1,1,hbr,False,S1_D1 hbr
111,m_speech__ild_0__itd_50__targ_r,57.0,5.291364415762469e-15,0.9858663941335533,4.619540188616795e-08,0.017792662204466812,0.0008219391811601754,1,1,hbr,False,S1_D1 hbr
112,m_speech__ild_10__itd_0__targ_l,57.0,5.291364415762469e-15,0.8599017126101997,4.5959981492596815e-08,0.17729946354781675,0.008148680063305002,1,1,hbr,False,S1_D1 hbr
113,m_speech__ild_10__itd_0__targ_r,57.0,5.291364415762469e-15,0.9545495224353903,4.645814038759632e-08,-0.05724590159011363,-0.0026595381326880224,1,1,hbr,False,S1_D1 hbr
114,Exhale,57.0,8.712411667825102e-15,0.5933665741351571,4.762410129430836e-08,-0.5369870607273468,-0.025573526173812082,1,2,hbo,False,S1_D2 hbo
115,Hold_Breath,57.0,8.712411667825102e-15,0.32049782143045824,6.214072091059915e-08,-1.0021684023665745,-0.06227546699688233,1,2,hbo,False,S1_D2 hbo
116,Inhale,57.0,8.712411667825102e-15,0.5508090463689411,4.3929941565876125e-08,0.6001135625281047,0.026362953734749384,1,2,hbo,False,S1_D2 hbo
159,m_noise__ild_0__itd_500__targ_l,57.0,8.712411667825102e-15,0.2558349686445199,5.9242806000640695e-08,1.1478263715207682,0.0680004550504242,1,2,hbo,False,S1_D2 hbo
160,m_noise__ild_0__itd_500__targ_r,57.0,8.712411667825102e-15,0.2592369666974582,5.867809748883029e-08,1.1395574208912036,0.06686706143717405,1,2,hbo,False,S1_D2 hbo
161,m_noise__ild_0__itd_50__targ_l,57.0,8.712411667825102e-15,0.47916476938410635,5.956393086615072e-08,0.7123323176239373,0.042429312920677115,1,2,hbo,False,S1_D2 hbo
162,m_noise__ild_0__itd_50__targ_r,57.0,8.712411667825102e-15,0.1283850756246619,5.905960592700613e-08,1.54291663681389,0.09112404854844999,1,2,hbo,False,S1_D2 hbo
163,m_noise__ild_10__itd_0__targ_l,57.0,8.712411667825102e-15,0.3661625764013209,5.949226961343659e-08,0.9109414796284471,0.05419397610811843,1,2,hbo,False,S1_D2 hbo
164,m_noise__ild_10__itd_0__targ_r,57.0,8.712411667825102e-15,0.28287879075670624,5.2581957316613534e-08,1.0841136461913867,0.057004817470393765,1,2,hbo,False,S1_D2 hbo
165,m_speech__ild_0__itd_500__targ_l,57.0,8.712411667825102e-15,0.40940277602222996,5.914328857651462e-08,0.8310684779153594,0.04915212281619287,1,2,hbo,False,S1_D2 hbo
166,m_speech__ild_0__itd_500__targ_r,57.0,8.712411667825102e-15,0.1684352080635476,5.9294144682492146e-08,1.3949763865016895,0.08271393168989126,1,2,hbo,False,S1_D2 hbo
167,m_speech__ild_0__itd_50__targ_l,57.0,8.712411667825102e-15,0.3883053926162676,5.93090746198668e-08,0.8693433970549285,0.051559952406219245,1,2,hbo,False,S1_D2 hbo
168,m_speech__ild_0__itd_50__targ_r,57.0,8.712411667825102e-15,0.7224559818756477,5.927671221570026e-08,0.3569384124722561,0.02115813555484684,1,2,hbo,False,S1_D2 hbo
169,m_speech__ild_10__itd_0__targ_l,57.0,8.712411667825102e-15,0.5236677420823201,5.897462702216064e-08,0.6416573452558834,0.03784150261249548,1,2,hbo,False,S1_D2 hbo
170,m_speech__ild_10__itd_0__targ_r,57.0,8.712411667825102e-15,0.2334513289175664,5.961385127935709e-08,1.2042983038768915,0.071792859983299,1,2,hbo,False,S1_D2 hbo
171,Exhale,57.0,1.9142205310157216e-15,0.9625917932473057,2.232305268603676e-08,0.047108030891119125,0.0010515950555178993,1,2,hbr,False,S1_D2 hbr
172,Hold_Breath,57.0,1.9142205310157216e-15,0.9312601951675917,2.912749110504253e-08,-0.08664141187107603,-0.0025236469536030932,1,2,hbr,False,S1_D2 hbr
173,Inhale,57.0,1.9142205310157216e-15,0.8484901388459607,2.059147308648044e-08,-0.1919159144542656,-0.003951831387352292,1,2,hbr,False,S1_D2 hbr
216,m_noise__ild_0__itd_500__targ_l,57.0,1.9142205310157216e-15,0.7792287686182474,2.7769138811633782e-08,-0.2816541305579795,-0.007821292648334557,1,2,hbr,False,S1_D2 hbr
217,m_noise__ild_0__itd_500__targ_r,57.0,1.9142205310157216e-15,0.9334426917983567,2.7504440528226935e-08,0.08388385452195801,0.002307178487977634,1,2,hbr,False,S1_D2 hbr
218,m_noise__ild_0__itd_50__targ_l,57.0,1.9142205310157216e-15,0.827997063978817,2.7919661070253987e-08,-0.21827162707494005,-0.0060940698491852,1,2,hbr,False,S1_D2 hbr
219,m_noise__ild_0__itd_50__targ_r,57.0,1.9142205310157216e-15,0.9514119661868811,2.768326664219257e-08,0.061202586197668905,0.001694287512901843,1,2,hbr,False,S1_D2 hbr
220,m_noise__ild_10__itd_0__targ_l,57.0,1.9142205310157216e-15,0.9298649512528248,2.7886070978758106e-08,-0.08840463515620386,-0.002465257930817115,1,2,hbr,False,S1_D2 hbr
221,m_noise__ild_10__itd_0__targ_r,57.0,1.9142205310157216e-15,0.8502575839357898,2.4646970160337318e-08,0.18964944176909987,0.0046742841322076345,1,2,hbr,False,S1_D2 hbr
222,m_speech__ild_0__itd_500__targ_l,57.0,1.9142205310157216e-15,0.9332844664388198,2.7722491575432593e-08,0.0840837482220301,0.002331011001716025,1,2,hbr,False,S1_D2 hbr
223,m_speech__ild_0__itd_500__targ_r,57.0,1.9142205310157216e-15,0.9358383869292082,2.779320301586347e-08,0.08085766969779704,0.002247293629300505,1,2,hbr,False,S1_D2 hbr
224,m_speech__ild_0__itd_50__targ_l,57.0,1.9142205310157216e-15,0.8503962071708667,2.7800201190517812e-08,-0.18947172113278968,-0.005267351967405239,1,2,hbr,False,S1_D2 hbr
225,m_speech__ild_0__itd_50__targ_r,57.0,1.9142205310157216e-15,0.7783107423226646,2.7785031819681982e-08,-0.28285753265573466,-0.007859205545276323,1,2,hbr,False,S1_D2 hbr
226,m_speech__ild_10__itd_0__targ_l,57.0,1.9142205310157216e-15,0.7909303136709938,2.7643434109535532e-08,-0.2663506665015554,-0.007362847099466621,1,2,hbr,False,S1_D2 hbr
227,m_speech__ild_10__itd_0__targ_r,57.0,1.9142205310157216e-15,0.9749849715448083,2.7943060483236667e-08,-0.03149478836947867,-0.0008800607763150812,1,2,hbr,False,S1_D2 hbr
228,Exhale,57.0,1.3554277808075141e-14,0.6885179882637699,1.0037981432377112e-07,-0.40291505936364214,-0.04044453884717362,2,1,hbo,False,S2_D1 hbo
229,Hold_Breath,57.0,1.3554277808075141e-14,0.5029123756051939,1.3341475510157327e-07,-0.6741952232646932,-0.08994759060250955,2,1,hbo,False,S2_D1 hbo
230,Inhale,57.0,1.3554277808075141e-14,0.9593247133114851,9.854683681072553e-08,0.05122577011524191,0.005048137608050485,2,1,hbo,False,S2_D1 hbo
273,m_noise__ild_0__itd_500__targ_l,57.0,1.3554277808075141e-14,0.5209039701239191,1.2988269547212458e-07,-0.645949926726921,-0.08389771762331386,2,1,hbo,False,S2_D1 hbo
274,m_noise__ild_0__itd_500__targ_r,57.0,1.3554277808075141e-14,0.7319487932000408,1.2886755991516632e-07,-0.34421833994509776,-0.04435857754677397,2,1,hbo,False,S2_D1 hbo
275,m_noise__ild_0__itd_50__targ_l,57.0,1.3554277808075141e-14,0.8161298482823371,1.304356883972578e-07,-0.23360338214636567,-0.030470217962188885,2,1,hbo,False,S2_D1 hbo
276,m_noise__ild_0__itd_50__targ_r,57.0,1.3554277808075141e-14,0.8345995531423487,1.2959024149581866e-07,-0.2097643577375215,-0.02718341377642071,2,1,hbo,False,S2_D1 hbo
277,m_noise__ild_10__itd_0__targ_l,57.0,1.3554277808075141e-14,0.6888506451387167,1.302740048773665e-07,-0.4024603435454175,-0.05243012075798231,2,1,hbo,False,S2_D1 hbo
278,m_noise__ild_10__itd_0__targ_r,57.0,1.3554277808075141e-14,0.7487077053580329,1.1549446269966233e-07,0.3218977862339209,0.03717741186529745,2,1,hbo,False,S2_D1 hbo
279,m_speech__ild_0__itd_500__targ_l,57.0,1.3554277808075141e-14,0.7929363306915573,1.2970926226493548e-07,-0.2637336199693228,-0.03420869328068171,2,1,hbo,False,S2_D1 hbo
280,m_speech__ild_0__itd_500__targ_r,57.0,1.3554277808075141e-14,0.8232507721846933,1.2997194023899603e-07,-0.22439709844133,-0.02916532626842065,2,1,hbo,False,S2_D1 hbo
281,m_speech__ild_0__itd_50__targ_l,57.0,1.3554277808075141e-14,0.3839039616743296,1.300141337829008e-07,-0.877490426685556,-0.11408615772831059,2,1,hbo,False,S2_D1 hbo
282,m_speech__ild_0__itd_50__targ_r,57.0,1.3554277808075141e-14,0.47506525819475187,1.2987045891737946e-07,-0.7190213649737958,-0.09337963464054744,2,1,hbo,False,S2_D1 hbo
283,m_speech__ild_10__itd_0__targ_l,57.0,1.3554277808075141e-14,0.44544102795042695,1.294205392877459e-07,-0.7683669680291744,-0.09944246737322597,2,1,hbo,False,S2_D1 hbo
284,m_speech__ild_10__itd_0__targ_r,57.0,1.3554277808075141e-14,0.7975972477125555,1.305065700089375e-07,0.25766004284145194,0.03362632841959378,2,1,hbo,False,S2_D1 hbo
285,Exhale,57.0,4.484117610616994e-15,0.7944140887246117,5.773600024152285e-08,-0.26180691385695154,-0.015115684041677306,2,1,hbr,False,S2_D1 hbr
286,Hold_Breath,57.0,4.484117610616994e-15,0.8294130969286548,7.673688564437825e-08,-0.2164457447010925,-0.016609372359340027,2,1,hbr,False,S2_D1 hbr
287,Inhale,57.0,4.484117610616994e-15,0.98682151989734,5.6681716660218745e-08,0.016590147127546723,0.0009403580188349454,2,1,hbr,False,S2_D1 hbr
330,m_noise__ild_0__itd_500__targ_l,57.0,4.484117610616994e-15,0.6172437450855928,7.470533182060682e-08,-0.5025115061594735,-0.03754028881131638,2,1,hbr,False,S2_D1 hbr
331,m_noise__ild_0__itd_500__targ_r,57.0,4.484117610616994e-15,0.9938419742902752,7.412145081667633e-08,-0.00775194289640375,-0.000574585254129474,2,1,hbr,False,S2_D1 hbr
332,m_noise__ild_0__itd_50__targ_l,57.0,4.484117610616994e-15,0.4009659736190786,7.502339974964354e-08,-0.846224941389353,-0.0634866720559721,2,1,hbr,False,S2_D1 hbr
333,m_noise__ild_0__itd_50__targ_r,57.0,4.484117610616994e-15,0.9755887425051509,7.45371194866791e-08,-0.030734373180751864,-0.002290851646121887,2,1,hbr,False,S2_D1 hbr
334,m_noise__ild_10__itd_0__targ_l,57.0,4.484117610616994e-15,0.9404589356029628,7.493040336579505e-08,-0.07502320534051159,-0.005621519037959402,2,1,hbr,False,S2_D1 hbr
335,m_noise__ild_10__itd_0__targ_r,57.0,4.484117610616994e-15,0.9169007279341856,6.642957422509547e-08,0.10480214476472115,0.006961961854597244,2,1,hbr,False,S2_D1 hbr
336,m_speech__ild_0__itd_500__targ_l,57.0,4.484117610616994e-15,0.563925835131063,7.460557730562176e-08,-0.5804099573047321,-0.043301819938650815,2,1,hbr,False,S2_D1 hbr
337,m_speech__ild_0__itd_500__targ_r,57.0,4.484117610616994e-15,0.651987128703406,7.475666321543312e-08,-0.45339306772010335,-0.03389415286776383,2,1,hbr,False,S2_D1 hbr
338,m_speech__ild_0__itd_50__targ_l,57.0,4.484117610616994e-15,0.5478875955629675,7.478093190408819e-08,-0.6045340607633979,-0.04520762043164957,2,1,hbr,False,S2_D1 hbr
339,m_speech__ild_0__itd_50__targ_r,57.0,4.484117610616994e-15,0.9752926792304335,7.469829365528964e-08,-0.031107245751136197,-0.0023236581779256323,2,1,hbr,False,S2_D1 hbr
340,m_speech__ild_10__itd_0__targ_l,57.0,4.484117610616994e-15,0.958907822380484,7.443951095061753e-08,0.05175127027431753,0.003852339250293427,2,1,hbr,False,S2_D1 hbr
341,m_speech__ild_10__itd_0__targ_r,57.0,4.484117610616994e-15,0.7789993629518001,7.506416910926657e-08,-0.2819548098957655,-0.021164703531186848,2,1,hbr,False,S2_D1 hbr
342,Exhale,57.0,1.5300260317571456e-14,0.7852632606572725,1.06649201126694e-07,-0.27375398690487457,-0.02919564400865232,2,2,hbo,False,S2_D2 hbo
343,Hold_Breath,57.0,1.5300260317571456e-14,0.43601872544123055,1.4174739359651136e-07,-0.7844593625040549,-0.11119507001733066,2,2,hbo,False,S2_D2 hbo
344,Inhale,57.0,1.5300260317571456e-14,0.7298140083967319,1.0470174198098394e-07,0.3470738864365936,0.03633924050602154,2,2,hbo,False,S2_D2 hbo
387,m_noise__ild_0__itd_500__targ_l,57.0,1.5300260317571456e-14,0.4281096009463675,1.379947333594885e-07,0.7981269180919031,0.11013731124912249,2,2,hbo,False,S2_D2 hbo
388,m_noise__ild_0__itd_500__targ_r,57.0,1.5300260317571456e-14,0.6255481412015682,1.369161958376348e-07,0.49066351149095905,0.06717978142967772,2,2,hbo,False,S2_D2 hbo
389,m_noise__ild_0__itd_50__targ_l,57.0,1.5300260317571456e-14,0.4557042221744836,1.3858226436949763e-07,0.7510633447764634,0.104084059004051,2,2,hbo,False,S2_D2 hbo
390,m_noise__ild_0__itd_50__targ_r,57.0,1.5300260317571456e-14,0.5430000339842274,1.3768401368791442e-07,0.611956369996372,0.08425660922298692,2,2,hbo,False,S2_D2 hbo
391,m_noise__ild_10__itd_0__targ_l,57.0,1.5300260317571456e-14,0.8527559174725465,1.3841048263879885e-07,0.1864474048122681,0.025806275286817535,2,2,hbo,False,S2_D2 hbo
392,m_noise__ild_10__itd_0__targ_r,57.0,1.5300260317571456e-14,0.48276165133815474,1.2270785978689385e-07,0.7064897638206673,0.0866918468797822,2,2,hbo,False,S2_D2 hbo
393,m_speech__ild_0__itd_500__targ_l,57.0,1.5300260317571456e-14,0.5431645181022124,1.378104680953997e-07,0.6117060297880031,0.08429949430186323,2,2,hbo,False,S2_D2 hbo
394,m_speech__ild_0__itd_500__targ_r,57.0,1.5300260317571456e-14,0.38080273499933215,1.3808955205541557e-07,0.8832660715796438,0.12196981617017963,2,2,hbo,False,S2_D2 hbo
395,m_speech__ild_0__itd_50__targ_l,57.0,1.5300260317571456e-14,0.769732177962586,1.381343808666707e-07,0.29412321444242884,0.040628528125519925,2,2,hbo,False,S2_D2 hbo
396,m_speech__ild_0__itd_50__targ_r,57.0,1.5300260317571456e-14,0.8231207363745501,1.3798173255054204e-07,0.22456503957965376,0.030985873231481678,2,2,hbo,False,S2_D2 hbo
397,m_speech__ild_10__itd_0__targ_l,57.0,1.5300260317571456e-14,0.9636111440224127,1.3750371244864315e-07,0.04582343839718111,0.006300892896774104,2,2,hbo,False,S2_D2 hbo
398,m_speech__ild_10__itd_0__targ_r,57.0,1.5300260317571456e-14,0.4387312142500217,1.3865757300909953e-07,0.7798058721128618,0.10812598964541366,2,2,hbo,False,S2_D2 hbo
399,Exhale,57.0,6.874780092960944e-15,0.8159420704228105,7.14887333190322e-08,0.23384641978023246,0.016717384341279496,2,2,hbr,False,S2_D2 hbr
400,Hold_Breath,57.0,6.874780092960944e-15,0.9208712349734708,9.501563548939276e-08,0.09977729858333184,0.009480403432310163,2,2,hbr,False,S2_D2 hbr
401,Inhale,57.0,6.874780092960944e-15,0.9011408155096075,7.018331906326118e-08,-0.12477484397369812,-0.008757112685674686,2,2,hbr,False,S2_D2 hbr
444,m_noise__ild_0__itd_500__targ_l,57.0,6.874780092960944e-15,0.6667018640455876,9.250016491776826e-08,-0.43292661992613707,-0.04004578374045965,2,2,hbr,False,S2_D2 hbr
445,m_noise__ild_0__itd_500__targ_r,57.0,6.874780092960944e-15,0.8817179800699083,9.177720327848905e-08,0.1494603391198348,0.013717051925472989,2,2,hbr,False,S2_D2 hbr
446,m_noise__ild_0__itd_50__targ_l,57.0,6.874780092960944e-15,0.5112136693552201,9.289399672567188e-08,-0.6610967477962375,-0.06141191912513602,2,2,hbr,False,S2_D2 hbr
447,m_noise__ild_0__itd_50__targ_r,57.0,6.874780092960944e-15,0.9054803995935908,9.229188435398091e-08,-0.11927053488499573,-0.011007702412443471,2,2,hbr,False,S2_D2 hbr
448,m_noise__ild_10__itd_0__targ_l,57.0,6.874780092960944e-15,0.9978293273101133,9.277884857448773e-08,0.002732495990572501,0.0002535178317397209,2,2,hbr,False,S2_D2 hbr
449,m_noise__ild_10__itd_0__targ_r,57.0,6.874780092960944e-15,0.8883774281091529,8.225311930872762e-08,-0.14098683077227364,-0.011596606612471213,2,2,hbr,False,S2_D2 hbr
450,m_speech__ild_0__itd_500__targ_l,57.0,6.874780092960944e-15,0.670838733569858,9.237664884652494e-08,-0.42720606296171054,-0.039463864463320356,2,2,hbr,False,S2_D2 hbr
451,m_speech__ild_0__itd_500__targ_r,57.0,6.874780092960944e-15,0.7305503998237621,9.256372346668542e-08,-0.34608854563330044,-0.032035244432988164,2,2,hbr,False,S2_D2 hbr
452,m_speech__ild_0__itd_50__targ_l,57.0,6.874780092960944e-15,0.8624532293210626,9.259377296446854e-08,-0.17403674229207824,-0.01611471860326841,2,2,hbr,False,S2_D2 hbr
453,m_speech__ild_0__itd_50__targ_r,57.0,6.874780092960944e-15,0.9847807416381429,9.249145025930022e-08,0.01915954393086914,0.0017720940044728605,2,2,hbr,False,S2_D2 hbr
454,m_speech__ild_10__itd_0__targ_l,57.0,6.874780092960944e-15,0.732182530843164,9.2171025434503e-08,0.34390585955395153,0.031698155728021885,2,2,hbr,False,S2_D2 hbr
455,m_speech__ild_10__itd_0__targ_r,57.0,6.874780092960944e-15,0.4985984531948272,9.294447735934041e-08,-0.6810483376960419,-0.06329968180360619,2,2,hbr,False,S2_D2 hbr
456,Exhale,57.0,6.747541327646464e-15,0.7121177042463842,4.1911227038776864e-08,0.370858485897549,0.015543134201709205,3,3,hbo,False,S3_D3 hbo
457,Hold_Breath,57.0,6.747541327646464e-15,0.5171047327160585,5.468646739059086e-08,-0.6518704614753547,-0.0356484927343614,3,3,hbo,False,S3_D3 hbo
458,Inhale,57.0,6.747541327646464e-15,0.8877947108082543,3.866020995104164e-08,0.14172786271214088,0.005479228928363771,3,3,hbo,False,S3_D3 hbo
501,m_noise__ild_0__itd_500__targ_l,57.0,6.747541327646464e-15,0.1736019937222367,5.213617948111926e-08,1.3779579952164238,0.07184146535604674,3,3,hbo,False,S3_D3 hbo
502,m_noise__ild_0__itd_500__targ_r,57.0,6.747541327646464e-15,0.736333366588729,5.163921206323657e-08,0.33836231216536067,0.01747276319211411,3,3,hbo,False,S3_D3 hbo
503,m_noise__ild_0__itd_50__targ_l,57.0,6.747541327646464e-15,0.720780113313213,5.24187829692778e-08,0.3591900669111922,0.018828306162138153,3,3,hbo,False,S3_D3 hbo
504,m_noise__ild_0__itd_50__targ_r,57.0,6.747541327646464e-15,0.5650323878701461,5.197495565387747e-08,0.5787582151464089,0.03008093256655188,3,3,hbo,False,S3_D3 hbo
505,m_noise__ild_10__itd_0__targ_l,57.0,6.747541327646464e-15,0.19941286418476484,5.2355718030501854e-08,1.2983000000120772,0.06797342871963288,3,3,hbo,False,S3_D3 hbo
506,m_noise__ild_10__itd_0__targ_r,57.0,6.747541327646464e-15,0.4043252418538974,4.627435040969983e-08,0.840166881423099,0.038878176673597206,3,3,hbo,False,S3_D3 hbo
507,m_speech__ild_0__itd_500__targ_l,57.0,6.747541327646464e-15,0.3217395669076399,5.2048599931195854e-08,0.9995776998705154,0.052026619800705415,3,3,hbo,False,S3_D3 hbo
508,m_speech__ild_0__itd_500__targ_r,57.0,6.747541327646464e-15,0.6097475447914937,5.218135969644029e-08,0.5132681072393425,0.026783027724567216,3,3,hbo,False,S3_D3 hbo
509,m_speech__ild_0__itd_50__targ_l,57.0,6.747541327646464e-15,0.6754897661124174,5.219449867393232e-08,0.4207913885080533,0.02196299556948573,3,3,hbo,False,S3_D3 hbo
510,m_speech__ild_0__itd_50__targ_r,57.0,6.747541327646464e-15,0.25027096297798634,5.2166018387025425e-08,1.1615211118283655,0.060591931676556736,3,3,hbo,False,S3_D3 hbo
511,m_speech__ild_10__itd_0__targ_l,57.0,6.747541327646464e-15,0.8812683990341017,5.1900170616938376e-08,-0.15003277440949825,-0.0077867265899855855,3,3,hbo,False,S3_D3 hbo
512,m_speech__ild_10__itd_0__targ_r,57.0,6.747541327646464e-15,0.5866655387892465,5.246271504809713e-08,0.5467779524272935,0.028685455912775108,3,3,hbo,False,S3_D3 hbo
513,Exhale,57.0,9.118181607134024e-16,0.6098426280573962,1.5406774219526255e-08,0.5131312937338309,0.00790569798753054,3,3,hbr,False,S3_D3 hbr
514,Hold_Breath,57.0,9.118181607134024e-16,0.9040551869770921,2.0103015718694813e-08,0.12107785456289971,0.0024340300134638175,3,3,hbr,False,S3_D3 hbr
515,Inhale,57.0,9.118181607134024e-16,0.7180869200822166,1.4211684268849874e-08,-0.36281245529967326,-0.0051561760635251645,3,3,hbr,False,S3_D3 hbr
558,m_noise__ild_0__itd_500__targ_l,57.0,9.118181607134024e-16,0.6170960328464643,1.9165517277533372e-08,-0.502722892443659,-0.009634944280940498,3,3,hbr,False,S3_D3 hbr
559,m_noise__ild_0__itd_500__targ_r,57.0,9.118181607134024e-16,0.6552027603456492,1.8982829598294215e-08,-0.44890433644319777,-0.008521474524636561,3,3,hbr,False,S3_D3 hbr
560,m_noise__ild_0__itd_50__targ_l,57.0,9.118181607134024e-16,0.9284309017753709,1.926940371664146e-08,0.09021719002520046,0.0017384314567765466,3,3,hbr,False,S3_D3 hbr
561,m_noise__ild_0__itd_50__targ_r,57.0,9.118181607134024e-16,0.20908622806359978,1.9106250601737314e-08,-1.2704482798129764,-0.024273503210652816,3,3,hbr,False,S3_D3 hbr
562,m_noise__ild_10__itd_0__targ_l,57.0,9.118181607134024e-16,0.8996808906680441,1.924622073342815e-08,0.12662746252416146,0.002437100094653912,3,3,hbr,False,S3_D3 hbr
563,m_noise__ild_10__itd_0__targ_r,57.0,9.118181607134024e-16,0.5126211355736039,1.7010679936854785e-08,-0.6588873025023343,-0.011208121017324827,3,3,hbr,False,S3_D3 hbr
564,m_speech__ild_0__itd_500__targ_l,57.0,9.118181607134024e-16,0.8058876737258334,1.91333226020907e-08,0.24688057302973346,0.004723645647966903,3,3,hbr,False,S3_D3 hbr
565,m_speech__ild_0__itd_500__targ_r,57.0,9.118181607134024e-16,0.43980156017729133,1.918212574800351e-08,-0.7779742818715627,-0.014923200503573044,3,3,hbr,False,S3_D3 hbr
566,m_speech__ild_0__itd_50__targ_l,57.0,9.118181607134024e-16,0.06974549645307149,1.9186955701073312e-08,-1.848322595689553,-0.03546368376478829,3,3,hbr,False,S3_D3 hbr
567,m_speech__ild_0__itd_50__targ_r,57.0,9.118181607134024e-16,0.28838972726165346,1.917648620683312e-08,-1.0716591984419632,-0.020550657837348146,3,3,hbr,False,S3_D3 hbr
