,Condition,df,mse,p_value,se,t,theta,Source,Detector,Chroma,Significant,ch_name
7834,Inhale,60.0,4.780424648101029e-16,0.01895224922265072,1.8513875760260824e-08,-2.4117576856410845,-0.044650982155813215,5,4,hbo,True,S5_D4 hbo
7880,m_noise__ild_0__itd_500__targ_l,60.0,4.780424648101029e-16,0.1700062188074128,2.4296110738015188e-08,-1.3888701896205138,-0.03374414392774815,5,4,hbo,False,S5_D4 hbo
7881,m_noise__ild_0__itd_500__targ_r,60.0,4.780424648101029e-16,0.004858704633862646,2.4384100155999763e-08,2.9247775221631898,0.07131806803444404,5,4,hbo,True,S5_D4 hbo
7882,m_noise__ild_0__itd_50__targ_l,60.0,4.780424648101029e-16,0.022622180432471932,2.4127403496867572e-08,2.340110959574641,0.05646080134909933,5,4,hbo,True,S5_D4 hbo
7883,m_noise__ild_0__itd_50__targ_r,60.0,4.780424648101029e-16,0.0009778740463279366,2.4084588609003e-08,-3.4674353300559457,-0.08351175345272,5,4,hbo,True,S5_D4 hbo
7884,m_noise__ild_10__itd_0__targ_l,60.0,4.780424648101029e-16,0.2096083243590751,2.43117240257035e-08,-1.2682482685045358,-0.030833301899958587,5,4,hbo,False,S5_D4 hbo
7885,m_noise__ild_10__itd_0__targ_r,60.0,4.780424648101029e-16,0.0858678609115244,2.4284537796845388e-08,1.746351406633467,0.042409336740964546,5,4,hbo,False,S5_D4 hbo
7886,m_speech__ild_0__itd_500__targ_l,60.0,4.780424648101029e-16,7.851928910623463e-10,2.4339130369142344e-08,-7.294775589247843,-0.1775484940803404,5,4,hbo,True,S5_D4 hbo
7887,m_speech__ild_0__itd_500__targ_r,60.0,4.780424648101029e-16,0.16102050661817105,2.4424776158486978e-08,1.4191814074217066,0.0346631882045617,5,4,hbo,False,S5_D4 hbo
7888,m_speech__ild_0__itd_50__targ_l,60.0,4.780424648101029e-16,0.008986495688235152,2.4347972212863305e-08,2.700424869312583,0.0657498696809478,5,4,hbo,True,S5_D4 hbo
7889,m_speech__ild_0__itd_50__targ_r,60.0,4.780424648101029e-16,0.08213094410110978,2.4407539589555615e-08,-1.7680828819745518,-0.04315455293940946,5,4,hbo,False,S5_D4 hbo
7890,m_speech__ild_10__itd_0__targ_l,60.0,4.780424648101029e-16,0.5922887052274811,2.4467045320177836e-08,-0.5384059502008122,-0.013173202784216683,5,4,hbo,False,S5_D4 hbo
7891,m_speech__ild_10__itd_0__targ_r,60.0,4.780424648101029e-16,6.036349507234493e-08,2.435036495869744e-08,-6.18424516815347,-0.15058862683859822,5,4,hbo,True,S5_D4 hbo
7892,Exhale,60.0,4.001836608965806e-17,4.04131985511321e-15,5.3578535955577865e-09,10.442721620147452,0.05595057357991606,5,4,hbr,True,S5_D4 hbr
7893,Hold_Breath,60.0,4.001836608965806e-17,0.0019455915952364803,7.12674360927925e-09,3.2409726190944617,0.023097580900980488,5,4,hbr,True,S5_D4 hbr
7894,Inhale,60.0,4.001836608965806e-17,1.239849183498273e-08,5.356656317148399e-09,-6.5913536276455815,-0.03530761604808672,5,4,hbr,True,S5_D4 hbr
7940,m_noise__ild_0__itd_500__targ_l,60.0,4.001836608965806e-17,0.06315168547433096,7.029641807701782e-09,-1.8932374815814448,-0.013308781352432957,5,4,hbr,False,S5_D4 hbr
7941,m_noise__ild_0__itd_500__targ_r,60.0,4.001836608965806e-17,0.009238747359073101,7.05509996015957e-09,2.690061092269779,0.01897864990489933,5,4,hbr,True,S5_D4 hbr
7942,m_noise__ild_0__itd_50__targ_l,60.0,4.001836608965806e-17,0.0005765815582355436,6.980829407708161e-09,3.63595768045756,0.025382000300920488,5,4,hbr,True,S5_D4 hbr
7943,m_noise__ild_0__itd_50__targ_r,60.0,4.001836608965806e-17,0.8046641864686134,6.968441691461298e-09,-0.2484116705467113,-0.0017310422416832514,5,4,hbr,False,S5_D4 hbr
7944,m_noise__ild_10__itd_0__targ_l,60.0,4.001836608965806e-17,0.6051292448157699,7.034159231131108e-09,-0.5197801613644673,-0.0036562164202206837,5,4,hbr,False,S5_D4 hbr
7945,m_noise__ild_10__itd_0__targ_r,60.0,4.001836608965806e-17,0.0028044008432444654,7.026293385727478e-09,3.1169034872215358,0.021900278356215587,5,4,hbr,True,S5_D4 hbr
7946,m_speech__ild_0__itd_500__targ_l,60.0,4.001836608965806e-17,0.00035201018872390785,7.042088762722043e-09,-3.7897281934076608,-0.026687602324566996,5,4,hbr,True,S5_D4 hbr
7947,m_speech__ild_0__itd_500__targ_r,60.0,4.001836608965806e-17,1.401353425630192e-09,7.066868828466831e-09,7.147483662030645,0.05051032949318032,5,4,hbr,True,S5_D4 hbr
7948,m_speech__ild_0__itd_50__targ_l,60.0,4.001836608965806e-17,0.6905474304116221,7.0446469908659734e-09,-0.40004044447713566,-0.00281814371341054,5,4,hbr,False,S5_D4 hbr
7949,m_speech__ild_0__itd_50__targ_r,60.0,4.001836608965806e-17,0.6644412190380287,7.061881737862586e-09,0.4359449016449206,0.0030785913396405664,5,4,hbr,False,S5_D4 hbr
7950,m_speech__ild_10__itd_0__targ_l,60.0,4.001836608965806e-17,0.9195051014945426,7.079098648679728e-09,0.10148341819403395,0.0007184111286007855,5,4,hbr,False,S5_D4 hbr
7951,m_speech__ild_10__itd_0__targ_r,60.0,4.001836608965806e-17,1.1980634044457998e-07,7.045339288753986e-09,-6.006561030494179,-0.04231826041843927,5,4,hbr,True,S5_D4 hbr
7952,Exhale,60.0,1.0784888908991271e-16,1.7391542345048998e-16,8.795671556862871e-09,11.295210284198182,0.09934895982550694,5,5,hbo,True,S5_D5 hbo
7953,Hold_Breath,60.0,1.0784888908991271e-16,2.2579208170746867e-05,1.1699553737183796e-08,4.597076619232581,0.0537837449406628,5,5,hbo,True,S5_D5 hbo
7954,Inhale,60.0,1.0784888908991271e-16,0.007764350526530378,8.793706055666678e-09,-2.75475323788119,-0.024224490229823207,5,5,hbo,True,S5_D5 hbo
8000,m_noise__ild_0__itd_500__targ_l,60.0,1.0784888908991271e-16,0.0055380430957416415,1.1540147449008397e-08,-2.8779213684724216,-0.03321163693882377,5,5,hbo,True,S5_D5 hbo
8001,m_noise__ild_0__itd_500__targ_r,60.0,1.0784888908991271e-16,0.0001519275931151668,1.1581940593122842e-08,4.044580082631706,0.046844086241168294,5,5,hbo,True,S5_D5 hbo
8002,m_noise__ild_0__itd_50__targ_l,60.0,1.0784888908991271e-16,1.035243561431634e-06,1.1460015017132679e-08,5.4397276007561155,0.0623393599937762,5,5,hbo,True,S5_D5 hbo
8003,m_noise__ild_0__itd_50__targ_r,60.0,1.0784888908991271e-16,0.3468621769707252,1.1439678835580918e-08,-0.9481385936195029,-0.010846401002626484,5,5,hbo,False,S5_D5 hbo
8004,m_noise__ild_10__itd_0__targ_l,60.0,1.0784888908991271e-16,0.2551251573666215,1.154756343603734e-08,1.148977250960204,0.01326788769202675,5,5,hbo,False,S5_D5 hbo
8005,m_noise__ild_10__itd_0__targ_r,60.0,1.0784888908991271e-16,0.0003210642834421921,1.1534650542571054e-08,3.8180472789570215,0.044039841117783536,5,5,hbo,True,S5_D5 hbo
8006,m_speech__ild_0__itd_500__targ_l,60.0,1.0784888908991271e-16,1.6675653882113004e-08,1.1560580879352972e-08,-6.51540211766583,-0.07532183314278346,5,5,hbo,True,S5_D5 hbo
8007,m_speech__ild_0__itd_500__targ_r,60.0,1.0784888908991271e-16,2.879110365231232e-06,1.1601260848590902e-08,5.165311111706313,0.05992412157102999,5,5,hbo,True,S5_D5 hbo
8008,m_speech__ild_0__itd_50__targ_l,60.0,1.0784888908991271e-16,0.002677725951001514,1.1564780571285614e-08,3.132744105130382,0.03622949816182138,5,5,hbo,True,S5_D5 hbo
8009,m_speech__ild_0__itd_50__targ_r,60.0,1.0784888908991271e-16,0.00010556243466860664,1.1593073836721891e-08,4.1526154399197415,0.04814157741050092,5,5,hbo,True,S5_D5 hbo
8010,m_speech__ild_10__itd_0__targ_l,60.0,1.0784888908991271e-16,9.816353395763733e-05,1.1621337821556589e-08,4.174019809942189,0.04850769428520762,5,5,hbo,True,S5_D5 hbo
8011,m_speech__ild_10__itd_0__targ_r,60.0,1.0784888908991271e-16,0.0002924539709869046,1.1565917075808154e-08,-3.8466629820401903,-0.04449018506885775,5,5,hbo,True,S5_D5 hbo
8012,Exhale,60.0,1.0935610602484032e-17,2.2022739734063657e-14,2.800803784073208e-09,9.99213783039055,0.027986017446338912,5,5,hbr,True,S5_D5 hbr
8013,Hold_Breath,60.0,1.0935610602484032e-17,6.120023764322092e-07,3.725486356241291e-09,5.579199525392179,0.020785231710596448,5,5,hbr,True,S5_D5 hbr
8014,Inhale,60.0,1.0935610602484032e-17,7.844128929265401e-07,2.8001779099540676e-09,-5.513464689533391,-0.015438682030943163,5,5,hbr,True,S5_D5 hbr
8060,m_noise__ild_0__itd_500__targ_l,60.0,1.0935610602484032e-17,1.5490032948157094e-10,3.674726646509023e-09,-7.707257937435971,-0.028322066114214135,5,5,hbr,True,S5_D5 hbr
8061,m_noise__ild_0__itd_500__targ_r,60.0,1.0935610602484032e-17,0.4467391517074364,3.6880348283149623e-09,0.765898843127845,0.0028246616084216304,5,5,hbr,False,S5_D5 hbr
8062,m_noise__ild_0__itd_50__targ_l,60.0,1.0935610602484032e-17,0.03694813685236586,3.6492100936257608e-09,-2.1338963443072534,-0.00778703607839714,5,5,hbr,True,S5_D5 hbr
8063,m_noise__ild_0__itd_50__targ_r,60.0,1.0935610602484032e-17,0.0043381946811903395,3.6427344477497698e-09,-2.9649890318863674,-0.01080066768365271,5,5,hbr,True,S5_D5 hbr
8064,m_noise__ild_10__itd_0__targ_l,60.0,1.0935610602484032e-17,0.10256827575095699,3.677088117648438e-09,-1.6578469811434917,-0.006096049435242067,5,5,hbr,False,S5_D5 hbr
8065,m_noise__ild_10__itd_0__targ_r,60.0,1.0935610602484032e-17,0.2310012682448622,3.6729762677857074e-09,1.2100610110695451,0.004444525376231218,5,5,hbr,False,S5_D5 hbr
8066,m_speech__ild_0__itd_500__targ_l,60.0,1.0935610602484032e-17,1.0964120459181303e-11,3.6812332592969955e-09,-8.381854766920522,-0.03085556254258489,5,5,hbr,True,S5_D5 hbr
8067,m_speech__ild_0__itd_500__targ_r,60.0,1.0935610602484032e-17,0.2824330120330882,3.6941869730687056e-09,1.0846108389556652,0.004006755232119138,5,5,hbr,False,S5_D5 hbr
8068,m_speech__ild_0__itd_50__targ_l,60.0,1.0935610602484032e-17,0.0022652169400330206,3.682570566287239e-09,-3.1896956244987735,-0.011746279222194378,5,5,hbr,True,S5_D5 hbr
8069,m_speech__ild_0__itd_50__targ_r,60.0,1.0935610602484032e-17,0.41800892959132785,3.6915799846568785e-09,-0.8155049510326798,-0.0030105017546208286,5,5,hbr,False,S5_D5 hbr
8070,m_speech__ild_10__itd_0__targ_l,60.0,1.0935610602484032e-17,0.0005945798996289151,3.7005800792109144e-09,-3.6262672421004525,-0.013419292318012034,5,5,hbr,True,S5_D5 hbr
8071,m_speech__ild_10__itd_0__targ_r,60.0,1.0935610602484032e-17,2.3259987622143653e-09,3.6829324631755857e-09,-7.018528916360745,-0.02584876798980155,5,5,hbr,True,S5_D5 hbr
8072,Exhale,60.0,7.59136387943566e-17,2.4013979457823852e-17,7.3794003141284406e-09,11.844226842868219,0.08740329128487025,6,4,hbo,True,S6_D4 hbo
8073,Hold_Breath,60.0,7.59136387943566e-17,1.8585138066947516e-07,9.81570195808105e-09,5.892202769635838,0.05783610626332508,6,4,hbo,True,S6_D4 hbo
8074,Inhale,60.0,7.59136387943566e-17,8.343291393305219e-05,7.377751296193784e-09,-4.2217299011709,-0.031146873250543668,6,4,hbo,True,S6_D4 hbo
8120,m_noise__ild_0__itd_500__targ_l,60.0,7.59136387943566e-17,1.4688174808348924e-05,9.681963129222921e-09,-4.717778856863644,-0.04567736094398126,6,4,hbo,True,S6_D4 hbo
8121,m_noise__ild_0__itd_500__targ_r,60.0,7.59136387943566e-17,0.3784268731951814,9.717026778293119e-09,0.8873627991295907,0.00862252808120337,6,4,hbo,False,S6_D4 hbo
8122,m_noise__ild_0__itd_50__targ_l,60.0,7.59136387943566e-17,0.25424058549404943,9.614733550545195e-09,-1.1511420844651632,-0.011067924420951735,6,4,hbo,False,S6_D4 hbo
8123,m_noise__ild_0__itd_50__targ_r,60.0,7.59136387943566e-17,0.0003098056123603615,9.597671882932773e-09,-3.829004306528063,-0.036749526972392886,6,4,hbo,True,S6_D4 hbo
8124,m_noise__ild_10__itd_0__targ_l,60.0,7.59136387943566e-17,0.22620771733021347,9.688185000589667e-09,-1.2227438406363256,-0.01184616853641625,6,4,hbo,False,S6_D4 hbo
8125,m_noise__ild_10__itd_0__targ_r,60.0,7.59136387943566e-17,0.2902442084267664,9.677351329790867e-09,1.0670048845454334,0.010325781138349102,6,4,hbo,False,S6_D4 hbo
8126,m_speech__ild_0__itd_500__targ_l,60.0,7.59136387943566e-17,3.9122371312243336e-09,9.699106386713685e-09,-6.886048232730357,-0.06678851439329349,6,4,hbo,True,S6_D4 hbo
8127,m_speech__ild_0__itd_500__targ_r,60.0,7.59136387943566e-17,0.26867623028375737,9.733236103339913e-09,-1.1164606089456175,-0.010866774706946348,6,4,hbo,False,S6_D4 hbo
8128,m_speech__ild_0__itd_50__targ_l,60.0,7.59136387943566e-17,0.2922157900604486,9.702629847971488e-09,-1.0626129350487137,-0.010310139980444239,6,4,hbo,False,S6_D4 hbo
8129,m_speech__ild_0__itd_50__targ_r,60.0,7.59136387943566e-17,0.9095563321256463,9.72636735686986e-09,-0.1140786452290361,-0.0011095708110716344,6,4,hbo,False,S6_D4 hbo
8130,m_speech__ild_10__itd_0__targ_l,60.0,7.59136387943566e-17,0.0005471237232380289,9.750080299903182e-09,-3.65245893154737,-0.03561176787468544,6,4,hbo,True,S6_D4 hbo
8131,m_speech__ild_10__itd_0__targ_r,60.0,7.59136387943566e-17,1.314766045531573e-07,9.703583353542544e-09,-5.98238912765608,-0.05805061155353744,6,4,hbo,True,S6_D4 hbo
8132,Exhale,60.0,4.69611556057101e-18,3.4431831003828944e-05,1.8353992652184727e-09,4.477375051430611,0.008217770879503265,6,4,hbr,True,S6_D4 hbr
8133,Hold_Breath,60.0,4.69611556057101e-18,0.00012525564272974538,2.4413544996295904e-09,4.1020273975122645,0.010014503044520425,6,4,hbr,True,S6_D4 hbr
8134,Inhale,60.0,4.69611556057101e-18,0.002474952383248011,1.8349891226355036e-09,-3.159624923380272,-0.005797877366010835,6,4,hbr,True,S6_D4 hbr
8180,m_noise__ild_0__itd_500__targ_l,60.0,4.69611556057101e-18,4.029825114291106e-10,2.408091072011031e-09,-7.464291610395726,-0.017974693985880787,6,4,hbr,True,S6_D4 hbr
8181,m_noise__ild_0__itd_500__targ_r,60.0,4.69611556057101e-18,0.38507543191729465,2.416812078190368e-09,0.874977280855098,0.002114655660512767,6,4,hbr,False,S6_D4 hbr
8182,m_noise__ild_0__itd_50__targ_l,60.0,4.69611556057101e-18,0.014569363677321203,2.3913697784026874e-09,-2.515830822316406,-0.006016281796061435,6,4,hbr,True,S6_D4 hbr
8183,m_noise__ild_0__itd_50__targ_r,60.0,4.69611556057101e-18,0.7979626998968735,2.38712621241274e-09,0.257124104137783,0.0006137876888304449,6,4,hbr,False,S6_D4 hbr
8184,m_noise__ild_10__itd_0__targ_l,60.0,4.69611556057101e-18,0.6462197558081682,2.409638571489132e-09,0.46134432899095246,0.0011116730898743708,6,4,hbr,False,S6_D4 hbr
8185,m_noise__ild_10__itd_0__targ_r,60.0,4.69611556057101e-18,1.1417097972099762e-05,2.4069440284941317e-09,4.787943357227001,0.011524311672445676,6,4,hbr,True,S6_D4 hbr
8186,m_speech__ild_0__itd_500__targ_l,60.0,4.69611556057101e-18,0.026766430040258395,2.4123549309782367e-09,-2.270728022791952,-0.005477801942692628,6,4,hbr,True,S6_D4 hbr
8187,m_speech__ild_0__itd_500__targ_r,60.0,4.69611556057101e-18,0.6826957002131697,2.4208436501358036e-09,0.4107821121892578,0.000994439267882738,6,4,hbr,False,S6_D4 hbr
8188,m_speech__ild_0__itd_50__targ_l,60.0,4.69611556057101e-18,0.7775855536310502,2.4132312837885346e-09,0.2837411867087483,0.000684733108264835,6,4,hbr,False,S6_D4 hbr
8189,m_speech__ild_0__itd_50__targ_r,60.0,4.69611556057101e-18,0.010589340543750119,2.419135260336165e-09,-2.6386192860695816,-0.006383176953533963,6,4,hbr,True,S6_D4 hbr
8190,m_speech__ild_10__itd_0__targ_l,60.0,4.69611556057101e-18,0.5774734106418202,2.4250331268790868e-09,-0.5601341330159624,-0.0013583438280594057,6,4,hbr,False,S6_D4 hbr
8191,m_speech__ild_10__itd_0__targ_r,60.0,4.69611556057101e-18,3.1541906735151056e-05,2.413468439024733e-09,-4.502351998510862,-0.0108662844497859,6,4,hbr,True,S6_D4 hbr
8192,Exhale,60.0,9.967600415390492e-17,1.6668316793987253e-15,4.992849675036863e-09,10.680447024505613,0.053325866455551284,6,5,hbo,True,S6_D5 hbo
8193,Hold_Breath,60.0,9.967600415390492e-17,9.590901572895165e-05,6.5087593247951805e-09,4.180852965913632,0.027212165727487945,6,5,hbo,True,S6_D5 hbo
8194,Inhale,60.0,9.967600415390492e-17,0.00019993522139526122,4.707253641550811e-09,-3.962187056160861,-0.018651019448618703,6,5,hbo,True,S6_D5 hbo
8240,m_noise__ild_0__itd_500__targ_l,60.0,9.967600415390492e-17,0.03330605739470361,6.302134397864914e-09,2.178531152405744,0.013729396112396533,6,5,hbo,True,S6_D5 hbo
8241,m_noise__ild_0__itd_500__targ_r,60.0,9.967600415390492e-17,0.6818307947641002,6.33238286096837e-09,0.41196827874203007,0.0026087408675686714,6,5,hbo,False,S6_D5 hbo
8242,m_noise__ild_0__itd_50__targ_l,60.0,9.967600415390492e-17,2.427117545161579e-06,6.249799787858939e-09,5.211434267468091,0.03257042077926288,6,5,hbo,True,S6_D5 hbo
8243,m_noise__ild_0__itd_50__targ_r,60.0,9.967600415390492e-17,0.3878774644745905,6.2350727419764325e-09,-0.8697976066072997,-0.005423251347993514,6,5,hbo,False,S6_D5 hbo
8244,m_noise__ild_10__itd_0__targ_l,60.0,9.967600415390492e-17,0.9318357618499435,6.309099913089381e-09,0.08589515053560173,0.0005419210867789642,6,5,hbo,False,S6_D5 hbo
8245,m_noise__ild_10__itd_0__targ_r,60.0,9.967600415390492e-17,0.031157981414972714,6.300576499140514e-09,2.206905858824863,0.013904779189927446,6,5,hbo,True,S6_D5 hbo
8246,m_speech__ild_0__itd_500__targ_l,60.0,9.967600415390492e-17,0.07042237739531654,6.319267627630143e-09,-1.841974392471254,-0.011639929149267295,6,5,hbo,False,S6_D5 hbo
8247,m_speech__ild_0__itd_500__targ_r,60.0,9.967600415390492e-17,0.0009185559927788494,6.345596235515149e-09,3.487626601191386,0.022131070231402556,6,5,hbo,True,S6_D5 hbo
8248,m_speech__ild_0__itd_50__targ_l,60.0,9.967600415390492e-17,0.22975717368527943,6.324445991188454e-09,-1.213334056564717,-0.007673665710013151,6,5,hbo,False,S6_D5 hbo
8249,m_speech__ild_0__itd_50__targ_r,60.0,9.967600415390492e-17,1.0896392486059711e-10,6.339361467173546e-09,7.796684846632059,0.049426003488435157,6,5,hbo,True,S6_D5 hbo
8250,m_speech__ild_10__itd_0__targ_l,60.0,9.967600415390492e-17,0.005873514726680666,6.361183262030359e-09,2.856715047565532,0.01817208794496412,6,5,hbo,True,S6_D5 hbo
8251,m_speech__ild_10__itd_0__targ_r,60.0,9.967600415390492e-17,1.9786994720044872e-05,6.321319600195373e-09,-4.634263881965368,-0.02929466310954518,6,5,hbo,True,S6_D5 hbo
8252,Exhale,60.0,2.9733859924906503e-18,0.16055831552498923,1.4604503979983327e-09,-1.4207755038056666,-0.002074972149999268,6,5,hbr,False,S6_D5 hbr
8253,Hold_Breath,60.0,2.9733859924906503e-18,0.007717917262675616,1.9426166383556046e-09,2.756968546535339,0.005355732969922617,6,5,hbr,True,S6_D5 hbr
8254,Inhale,60.0,2.9733859924906503e-18,0.0020129368593191014,1.460124042360143e-09,-3.229541426325288,-0.004715531082375622,6,5,hbr,True,S6_D5 hbr
8300,m_noise__ild_0__itd_500__targ_l,60.0,2.9733859924906503e-18,1.36673700106764e-12,1.916148508491484e-09,-8.916066622864633,-0.01708450776101277,6,5,hbr,True,S6_D5 hbr
8301,m_noise__ild_0__itd_500__targ_r,60.0,2.9733859924906503e-18,3.373792624734677e-11,1.923087923357188e-09,-8.095061406563078,-0.015567514829796304,6,5,hbr,True,S6_D5 hbr
8302,m_noise__ild_0__itd_50__targ_l,60.0,2.9733859924906503e-18,0.7406658021134729,1.9028431637808627e-09,-0.332506449911365,-0.0006327076251268848,6,5,hbr,False,S6_D5 hbr
8303,m_noise__ild_0__itd_50__targ_r,60.0,2.9733859924906503e-18,0.009341611155610057,1.8994665046765487e-09,-2.6859090773198417,-0.0051017943269757345,6,5,hbr,True,S6_D5 hbr
8304,m_noise__ild_10__itd_0__targ_l,60.0,2.9733859924906503e-18,4.4968480368104164e-10,1.917379873389315e-09,-7.436428489087813,-0.014258458314875887,6,5,hbr,True,S6_D5 hbr
8305,m_noise__ild_10__itd_0__targ_r,60.0,2.9733859924906503e-18,0.0026816137042553804,1.9152357914644465e-09,-3.132247600853937,-0.005998992712884103,6,5,hbr,True,S6_D5 hbr
8306,m_speech__ild_0__itd_500__targ_l,60.0,2.9733859924906503e-18,6.0719302219455366e-05,1.919541314974341e-09,-4.314281916457242,-0.008281442383086356,6,5,hbr,True,S6_D5 hbr
8307,m_speech__ild_0__itd_500__targ_r,60.0,2.9733859924906503e-18,0.0028668423441721193,1.926295896120307e-09,-3.109340174052306,-0.005989509216918957,6,5,hbr,True,S6_D5 hbr
8308,m_speech__ild_0__itd_50__targ_l,60.0,2.9733859924906503e-18,3.2733897507367466e-10,1.9202386399841307e-09,-7.517117320976481,-0.01443465914103303,6,5,hbr,True,S6_D5 hbr
8309,m_speech__ild_0__itd_50__targ_r,60.0,2.9733859924906503e-18,0.005061229048076764,1.924936508759693e-09,-2.9102046392960363,-0.005601959158142773,6,5,hbr,True,S6_D5 hbr
8310,m_speech__ild_10__itd_0__targ_l,60.0,2.9733859924906503e-18,0.0018299386683549071,1.9296295157272672e-09,-3.261501860754341,-0.00629349025611098,6,5,hbr,True,S6_D5 hbr
8311,m_speech__ild_10__itd_0__targ_r,60.0,2.9733859924906503e-18,0.20320181267415455,1.9204273474036316e-09,-1.286525231245522,-0.0024706782372086815,6,5,hbr,False,S6_D5 hbr
8312,Exhale,60.0,5.893396716175918e-17,6.724211853608002e-18,6.501955670580595e-09,12.202811299255963,0.07934213812422228,7,6,hbo,True,S7_D6 hbo
8313,Hold_Breath,60.0,5.893396716175918e-17,2.274586158093723e-07,8.64856984176388e-09,5.839425492408409,0.05050267920687056,7,6,hbo,True,S7_D6 hbo
8314,Inhale,60.0,5.893396716175918e-17,7.857620714684299e-06,6.500502728464067e-09,-4.891299028227279,-0.03179590267872507,7,6,hbo,True,S7_D6 hbo
8360,m_noise__ild_0__itd_500__targ_l,60.0,5.893396716175918e-17,0.22242955916905316,8.530733174872931e-09,-1.2328793668320523,-0.010517364915250524,7,6,hbo,False,S7_D6 hbo
8361,m_noise__ild_0__itd_500__targ_r,60.0,5.893396716175918e-17,0.005139280111253762,8.561627594771351e-09,2.9047322775239386,0.024869236022671985,7,6,hbo,True,S7_D6 hbo
8362,m_noise__ild_0__itd_50__targ_l,60.0,5.893396716175918e-17,0.00017284767622271547,8.471497502364764e-09,4.005972384251113,0.03393658504772552,7,6,hbo,True,S7_D6 hbo
8363,m_noise__ild_0__itd_50__targ_r,60.0,5.893396716175918e-17,0.004313701753550721,8.456464545517341e-09,2.966989742178656,0.025090243561647442,7,6,hbo,True,S7_D6 hbo
8364,m_noise__ild_10__itd_0__targ_l,60.0,5.893396716175918e-17,7.168246409832377e-06,8.536215237112757e-09,4.916577444640026,0.04196896329738109,7,6,hbo,True,S7_D6 hbo
8365,m_noise__ild_10__itd_0__targ_r,60.0,5.893396716175918e-17,3.478688510794897e-09,8.526669739608225e-09,6.915990436509942,0.0589703663744092,7,6,hbo,True,S7_D6 hbo
8366,m_speech__ild_0__itd_500__targ_l,60.0,5.893396716175918e-17,0.00022155634383937598,8.545838020186837e-09,3.931161691896253,0.03359507105010901,7,6,hbo,True,S7_D6 hbo
8367,m_speech__ild_0__itd_500__targ_r,60.0,5.893396716175918e-17,4.3300249941506356e-09,8.575909556505086e-09,6.860173976753995,0.058832231566532084,7,6,hbo,True,S7_D6 hbo
8368,m_speech__ild_0__itd_50__targ_l,60.0,5.893396716175918e-17,1.0201594002975257e-16,8.548942525692709e-09,11.442122755059707,0.09781804980492614,7,6,hbo,True,S7_D6 hbo
8369,m_speech__ild_0__itd_50__targ_r,60.0,5.893396716175918e-17,2.13943796472843e-09,8.569857535587447e-09,7.039815239901942,0.060330213682817005,7,6,hbo,True,S7_D6 hbo
8370,m_speech__ild_10__itd_0__targ_l,60.0,5.893396716175918e-17,1.80332012360971e-07,8.590750900611494e-09,5.9000698227977235,0.05068603014387024,7,6,hbo,True,S7_D6 hbo
8371,m_speech__ild_10__itd_0__targ_r,60.0,5.893396716175918e-17,0.04894539605323455,8.549782655065118e-09,-2.009893004618013,-0.017184148349419802,7,6,hbo,True,S7_D6 hbo
8372,Exhale,60.0,8.214447709951462e-18,0.036865793051642476,2.427450320512777e-09,2.134862098388883,0.005182271684984674,7,6,hbr,True,S7_D6 hbr
8373,Hold_Breath,60.0,8.214447709951462e-18,2.1429627409942128e-11,3.2288706195519474e-09,8.210758421241705,0.026511476630586076,7,6,hbr,True,S7_D6 hbr
8374,Inhale,60.0,8.214447709951462e-18,5.385767124776663e-09,2.426907876825808e-09,-6.804506360215705,-0.016513910083518806,7,6,hbr,True,S7_D6 hbr
8420,m_noise__ild_0__itd_500__targ_l,60.0,8.214447709951462e-18,8.103998375879724e-11,3.184877293650504e-09,-7.871982149801743,-0.025071297204925652,7,6,hbr,True,S7_D6 hbr
8421,m_noise__ild_0__itd_500__targ_r,60.0,8.214447709951462e-18,1.8396489836916218e-10,3.196411464795934e-09,-7.663551106503869,-0.024495862617878533,7,6,hbr,True,S7_D6 hbr
8422,m_noise__ild_0__itd_50__targ_l,60.0,8.214447709951462e-18,4.568524812374458e-15,3.1627621548367536e-09,-10.409940389537633,-0.0329241654981362,7,6,hbr,True,S7_D6 hbr
8423,m_noise__ild_0__itd_50__targ_r,60.0,8.214447709951462e-18,1.1428213658506233e-09,3.157149727166315e-09,-7.199352555494492,-0.02272943395635355,7,6,hbr,True,S7_D6 hbr
8424,m_noise__ild_10__itd_0__targ_l,60.0,8.214447709951462e-18,1.2418768234455054e-07,3.186923975359109e-09,-5.9972231926812505,-0.01911269437833558,7,6,hbr,True,S7_D6 hbr
8425,m_noise__ild_10__itd_0__targ_r,60.0,8.214447709951462e-18,9.9823021362719e-14,3.1833602443601917e-09,-9.595048560336872,-0.030544496129681895,7,6,hbr,True,S7_D6 hbr
8426,m_speech__ild_0__itd_500__targ_l,60.0,8.214447709951462e-18,5.6875164961945306e-11,3.1905165602736895e-09,-7.962075739135098,-0.025403134499863905,7,6,hbr,True,S7_D6 hbr
8427,m_speech__ild_0__itd_500__targ_r,60.0,8.214447709951462e-18,2.458807598947898e-12,3.2017435147736005e-09,-8.764940948076703,-0.028063092837878157,7,6,hbr,True,S7_D6 hbr
8428,m_speech__ild_0__itd_50__targ_l,60.0,8.214447709951462e-18,8.562847310496025e-14,3.1916756012249157e-09,-9.635168274992605,-0.030752331496990255,7,6,hbr,True,S7_D6 hbr
