,time,condition,epoch,S1_D1 hbo,S1_D1 hbr,S1_D2 hbo,S1_D2 hbr,S2_D1 hbo,S2_D1 hbr,S2_D2 hbo,S2_D2 hbr,S3_D3 hbo,S3_D3 hbr,S4_D3 hbo,S4_D3 hbr,S5_D4 hbo,S5_D4 hbr,S5_D5 hbo,S5_D5 hbr,S6_D4 hbo,S6_D4 hbr,S6_D5 hbo,S6_D5 hbr,S7_D6 hbo,S7_D6 hbr,S7_D7 hbo,S7_D7 hbr,S8_D6 hbo,S8_D6 hbr,S8_D7 hbo,S8_D7 hbr
1730,-0.3333333333333333,Inhale,33,-1963890.4874904177,1078017.4876217428,-1085682.4117688085,636922.304082143,-1702854.9727354436,317123.743503531,-1265473.9512259834,91913.49252836984,1484151.61579258,-1048489.7729148637,-1013440.8791771237,134697.8906248266,663636.0266860981,-1175584.3095879676,343228.05301441933,-129886.36831713413,-1973209.7167226227,191309.07842612432,-981739.0790046467,55724.676191567516,-767046.4516680168,290270.20682810614,-941739.4616871828,118468.38266799005,-711836.4963242289,269377.3324503389,-587165.4796007487,222198.59675434494
1731,0.0,Inhale,33,-2533641.4414086645,1074359.9340764678,-1605623.7649205537,739074.5799386891,-2336834.2326568924,245671.4577495213,-1946326.4813534208,-52373.67857287162,2119684.507437407,-1252846.625968544,-1351146.3173253483,66103.46838818653,408817.59470587433,-1698273.9046508952,-122131.42875758998,46217.68995682874,-2598470.5895773484,117609.50116367341,-1514111.393409066,62653.893678454086,-1454203.775535095,550308.302420094,-2268815.4076391235,255828.6225272216,-591400.3418228363,223801.17809791418,-487822.5085895113,184604.64833095623
1732,0.3333333333333333,Inhale,33,-2744548.8577183764,1360440.4286504688,-1849808.8144405263,1079506.732327548,-2266698.822942605,195910.42509538264,-1782948.1729738892,-81718.26667262932,2302287.549682673,-1029900.3656117334,-865095.8081530418,121439.28319883329,-161803.38899040868,-1350516.8406560328,-113212.69356974978,42842.60999655977,-2639757.603983102,54293.095356012236,-1417147.1608611946,81050.63780310628,-947998.4715577561,358747.1290863836,-1744579.3887558486,88109.61372241851,-481384.77634703973,182168.44402356085,-397075.0650407303,150263.46970905605
1733,0.6666666666666666,Inhale,33,-3131448.4438962527,1364907.8303351088,-2342782.9060546425,1285868.7861273692,-2513915.7678829543,77165.774428198,-2063739.8856065725,-182867.43407535343,2076169.7919751776,-1341913.2471865658,-1191580.5574850822,15416.718764366733,-79744.32310039425,-1155243.0442574918,410029.4138112844,-155165.73017682278,-3176241.3089522035,-62908.44634002568,-2008767.335604278,-9008.880338824854,-1183198.0219282534,447752.71927386185,-2498005.311846975,123736.94219113115,-245841.19591116672,93032.66396555617,-202784.57826789148,76738.92675908786
1734,1.0,Inhale,33,-3408799.473457309,1092209.4992930053,-2687356.791076605,1253609.3961310203,-3149962.2371654813,-75484.95936995333,-2860663.054845652,-344946.7224974995,2099970.9655355485,-1653164.8168331895,-1813006.015788337,-104104.47950309647,-690663.6420489623,-1330669.3510944473,-38377.87805776713,14523.181193560595,-3942621.8460993203,-166867.98325154328,-2818169.1861156174,-47798.75613081841,-2103044.415512748,795846.3742738059,-4214668.252559889,289220.50005093886,56878.95611012977,-21524.46741439287,46917.17791381961,-17754.673015201104
1735,1.3333333333333333,Inhale,33,-3257621.3278457657,1042641.9611886877,-2507343.404333678,1304919.4877190415,-3329578.6827304424,-199863.82262623677,-3181679.4129654476,-461651.97664841305,2264422.9011078505,-1321162.9964388306,-1746536.6159471446,-115099.41061001866,-1254079.2004110627,-1855280.2278080524,-932957.4864431971,353055.2314827801,-4194588.030515848,-238202.43072063557,-3001526.1891076965,-617.0418491182605,-2208545.9473167243,835770.8813109298,-4382531.266461588,177278.3489634241,320723.2109039152,-121369.95427226915,264551.7600206246,-100113.22512598238
1736,1.6666666666666667,Inhale,33,-2965151.472468241,1022014.2400085897,-2227496.56333296,1404022.2422944456,-3232634.6845724005,-341929.60207777587,-3229740.3726126025,-590578.0701566623,2181101.8804386705,-1035313.6585906877,-1606666.6994483226,-167021.7670667578,-87666.83994627211,-2819568.739160622,-622373.4310985573,235522.19578936874,-4244623.903926868,-341068.3277222356,-3067056.6742687514,-11889.686120286957,-1972735.5343920928,746534.1249410841,-4049152.922677857,-19462.79057689902,643468.8166686672,-243505.23504238814,530771.7127435599,-200857.73749627007
1737,2.0,Inhale,33,-2492829.69143707,715152.5218830381,-1973138.9990988933,1352159.434457167,-3093653.8800640064,-521680.4292838717,-3255190.1704634298,-744162.9827575221,1966504.9638161238,-993297.2924244078,-1367935.3536440842,-193199.70050938067,802127.5671816408,-3415531.483056209,-84151.77099128143,31845.205616258587,-4126893.066000755,-468170.68558365846,-3051678.9974502097,-62541.75720572597,-1945223.2598567742,736122.7690156208,-4236783.282293749,-104201.05008198119,1061970.8167064497,-401877.21087876154,875977.2885112441,-331492.4515457262
1738,2.3333333333333335,Inhale,33,-1700985.8515563405,370626.9934529829,-1482530.5344316056,1222595.2594102463,-2559292.248965071,-670764.533735822,-2855028.6571792504,-824680.640863783,1665531.5042883984,-688485.5915870041,-688348.857376293,-197749.3330209435,-398239.67877829866,-3103848.20223249,-987773.866992464,373799.16698369035,-3600315.274140594,-592056.0786452647,-2572321.717662502,-84552.69514959324,-1582691.5385746765,598931.3935917896,-3735749.3031717837,-252942.07317431044,1448238.3021037402,-548050.8130555568,1194593.9012989192,-452065.2146314974
1739,2.6666666666666665,Inhale,33,-954950.4816177145,152610.0310620993,-888368.9762023824,1076424.776458131,-1830448.9962399346,-753246.1467843064,-2259102.1090666973,-830023.9210340114,1176273.616699083,-320069.33312562434,-441315.6583174631,-529896.0190627144,-1176139.26035781,-2645999.2595486245,-2000762.1378976572,757140.1162452071,-3114817.1863485575,-673067.5082817762,-2129605.941542008,-116331.86503388104,-1102870.5357833349,417354.72190803767,-2704923.213008945,-437467.2230597203,1708050.4018292916,-646370.4281972246,1408902.5198218278,-533165.1361400496
1740,3.0,Inhale,33,-454792.98834989977,61314.7914152235,-371743.97661278135,938847.3462511366,-1078796.57611843,-747949.6868525113,-1656047.2157424875,-757772.5981906479,660085.9338534183,-16565.8254329476,-499571.93526602606,-1087363.290819152,213242.28488095675,-2470765.011718949,-1328810.3811148354,502856.20032889064,-2669881.5971022495,-584677.9868217256,-1850516.9509895865,-100338.41529287164,-672426.54430131,254463.58778741583,-1608981.7972253142,-538103.7673477809,1703495.8448261542,-644646.8660838271,1405145.6477579123,-531743.4386292301
1741,3.3333333333333335,Inhale,33,-241660.0656941903,254242.82787275338,-67056.8349510387,939332.5570119983,-108409.14144858127,-580808.013265342,-829609.7522981105,-520919.2045675514,156524.83113261044,524067.01825926907,114730.23224788025,-1281063.045642817,1594583.7408276037,-2208544.647737783,-191648.51337043918,72524.7519147813,-1978360.2317323142,-340702.29975305713,-1509859.8707616818,47203.856704181366,135056.1213797863,-51108.727771389415,108937.86238321023,-587192.7540761998,1275472.2773213615,-482671.68296845857,1052086.1114849888,-398136.5828857254
1742,3.6666666666666665,Inhale,33,-576426.5209693813,534780.0821139461,-295131.70869263884,994248.3952919494,247958.5624386993,-273464.6712252723,-623861.984916867,-219979.98311557408,-394814.45587080444,832214.613569906,316185.7531280958,-1078682.3824274288,1261967.7655916316,-1906221.4699364007,-495859.62926722126,187646.10256928633,-1869697.5922176717,-186808.23628915427,-1875526.7767990192,232168.48736323492,491612.1169445575,-186038.73410063042,912999.6176992954,-433546.14256931026,611574.7992775482,-231435.71434443278,504463.6123376992,-190902.0721914433
1743,4.0,Inhale,33,-938738.3899574872,541586.0452362602,-658484.8282987615,937458.2720541598,-466787.1506938841,9392.154075491595,-1392790.441680881,-70621.80799382117,-674673.2259456636,761237.1933404214,-493506.50408006145,-877031.3198584339,-46134.47386650282,-1506732.2428542401,-1826138.6997271052,691058.092914579,-2241088.267219121,-192340.32150229058,-2562457.113063684,387999.429067326,150669.48801914393,-57017.229341057464,-82296.51070101651,-104442.9427873191,65191.11667713906,-24670.003857103467,53773.54699723802,-20349.300325718676
1744,4.333333333333333,Inhale,33,-399372.9047079633,587646.6688117798,-301745.7988958085,961809.7850167697,-387617.72717903263,183544.11947943878,-1180436.6154537061,-12747.388451024633,-722453.8663804838,1368169.025657942,-106754.37745660543,-706817.6702551445,-912093.6503355858,-726222.9517744413,-2580411.2543249675,976494.3268633474,-1191224.702247967,-214338.7761997703,-1554265.5935698063,487274.81836913555,1218955.2061822442,-461284.1621824657,620105.6506194153,-98530.1660149895,-382509.4344089317,144751.4585304891,-315516.74670559523,119399.69362325284
1745,4.666666666666667,Inhale,33,39695.818260357504,825288.8569569208,63164.63962938168,1088641.6710781488,1178333.174165049,305626.11453943665,402633.585717598,90034.84298321285,-1191449.2542460752,2175275.4743520776,1233453.8272404377,-622780.0840989766,-90609.55124425708,-460496.9547904387,-2264530.075330025,856956.7226405815,627133.3166350683,-347394.7794022859,106419.37188588743,290176.4726209479,3078311.355300897,-1164912.5966770381,3049303.8943908247,-194012.52251451556,-877501.7995791333,332069.36594514165,-723816.167983775,273910.74990216014
1746,5.0,Inhale,33,-1149925.4490412006,564877.1960268733,-716207.6120084022,858225.6004177029,1793160.9312955644,403678.6131839708,680490.8035326534,119649.23099581525,-1587377.354732966,1314554.8114429282,326298.7063310889,-870223.1196172973,1700799.8545255077,-1255818.1365971079,-1818638.3330380074,688219.7602615859,333275.6110172659,-693075.7277648887,-574132.9325023023,-209808.48980468602,1868782.1684081664,-707195.4838731083,1560953.5813677798,485908.4576338647,-1281962.934856844,485127.9155749424,-1057439.9955081102,400162.63100751187
1747,5.333333333333333,Inhale,33,-2218952.412626262,-43440.950508798094,-1243888.4340006139,348769.9835046937,1110964.431006529,486019.6598764839,-209198.04493583037,86893.4252691496,-539922.8669128269,-113610.20099140523,-1370756.3237351559,-1089768.5690166398,2027151.234114374,-1529173.9160208637,-1974233.573808989,747101.0217834242,-800053.998968199,-861280.6688397822,-1749034.3273226924,-431725.7138560666,-732154.6445445848,277066.24499724264,-1831587.5323602739,1313996.1899686293,-1556413.3782828755,588987.0584001269,-1283823.1987760204,485831.8875330945
1748,5.666666666666667,Inhale,33,-861713.7432398471,158764.45449917414,-3171.094640446348,217965.92085903598,1858545.7240724016,598116.159162688,767100.1599476181,231095.40314188795,1199160.266315789,335840.2023278139,-74901.79479858083,-836360.3333008587,1520296.675845354,-911534.1366495722,-1999018.0350456529,756480.1026378445,474902.5948991152,-590251.2538854012,-139114.58244846563,-172397.43226907184,748069.8277411173,-283088.9617546367,957400.7303637288,881937.2865431282,-1902191.90881035,719838.5933425884,-1569042.0907002292,593766.089653561
1749,6.0,Inhale,33,697142.9868242608,821099.3204093835,943395.777281478,294893.9255088929,3419203.433583979,703141.2540933718,2266515.305544889,415246.4058285977,1594507.9962037555,1057179.9466494867,1410930.785676265,-645986.3474425984,3058955.353992138,-1622607.2058686395,-1087773.743274066,411641.7053435575,1928048.2348972787,-322927.0771419121,1257430.8203579967,-63710.85788145325,3692445.9608121044,-1397317.0078758365,5908021.3508915035,74646.9511429012,-2249400.2494370486,851231.2053897346,-1855440.3758376013,702146.6046553049
1750,6.333333333333333,Inhale,33,-455985.82240372075,626127.4395678795,-273802.6809464961,2182.7052834298975,2918951.9979418204,744291.2645387707,996327.1683202635,338437.57385927875,1269287.635461327,-235061.84177139698,-487138.3667316427,-899777.2621264084,4581852.478043339,-3167387.8789850916,-395885.14192831126,149813.17204168587,459664.1839106268,-312681.2063948048,-585061.5490501388,-266560.9830857082,2042554.418878574,-772955.3957732824,3580303.588928053,634509.9185589093,-2468578.0508094328,934173.7515655777,-2036231.3854657933,770562.5964682115
1751,6.666666666666667,Inhale,33,-2424190.166152493,217018.13397101426,-1573640.9549554545,-96803.40834226852,2033149.498482289,841538.0824516821,-597634.7568370603,248348.4108839832,2029790.7656495154,-1222929.0263980124,-1721845.79326822,-868847.0306661098,2659224.814344909,-2515655.220126478,-929961.0215854835,351921.2917166669,-834514.3313342183,-137024.15642110267,-1764975.922836555,-137921.36321777193,-726232.3694176432,274825.1029878465,-662372.5379036847,1682161.8913963356,-2918638.833420382,1104488.386578373,-2407468.53983457,911048.3328229905
1752,7.0,Inhale,33,-2815703.739162764,770097.3783267633,-1483316.3467548126,525988.0250278448,3208737.6964676674,1095531.0824404785,302093.05634172657,416826.3027824507,2893778.9302574946,-185815.07489401728,90207.08083994089,-395849.1172406458,847174.9504529656,-1034446.5044723318,-1294523.7056075349,489881.23594529903,231263.36916671874,266452.6018769404,-399218.46321523376,306878.52877398726,520401.1295414128,-196933.2407145341,1325082.642911958,1741208.5153732148,-3768248.6879888857,1426002.719475037,-3108277.7569894255,1176252.657760831
1753,7.333333333333333,Inhale,33,-2999514.996931225,1358276.7833153843,-1758775.848464224,926753.7336667068,3735132.2380072926,1326029.2005051465,484376.9613976951,507321.82782796264,2544780.880881083,123446.05457370672,75005.83282774675,-342676.8167244267,2626156.4030851293,-1999504.6331079814,-518776.2057053036,196318.3275277726,30799.531384759994,425534.1876178882,-822503.3827206298,439189.6303662819,1613792.520532791,-610700.80918052,3123235.8278571726,1633745.557606688,-4410530.313449022,1669058.6906731112,-3638070.20314728,1376739.8154652854
1754,7.666666666666667,Inhale,33,-3843258.7987553263,1298222.9316286487,-2691063.853896786,701155.4995704067,2072534.3916915078,1341715.5183890744,-1299681.8956353345,345702.6754515189,2407279.8955183052,-968875.5704154574,-2137110.5292720436,-566104.3478536472,3301969.727693766,-2939385.3211055817,-123626.01548576383,46783.28021249724,-1976063.8812732943,397416.69356186147,-2993902.0515947454,433069.99918844015,-77595.21429039707,29364.035061976934,436023.53820074315,1948406.7845888992,-4446352.796405497,1682614.8442988277,-3667618.7378097223,1387921.7448638026
1755,8.0,Inhale,33,-4192907.264780375,1750846.2743234483,-2769384.2723963335,979608.5178279029,1444471.6312728035,1238793.2834738428,-1242093.320471914,277477.462912512,3211224.111977888,-734664.0382150002,-1532315.7374092946,-238515.8524564353,77659.38634628445,-802587.117523581,-1013613.701076256,383577.6282067306,-1966675.5385795685,552317.1566881362,-2626182.953310654,744219.4868202547,219957.47366125684,-83237.59432586964,516060.01374558953,1685334.1627932133,-4264000.817056714,1613608.1411898027,-3517203.8771452797,1331000.873096333
1756,8.333333333333334,Inhale,33,-4698857.786399108,2682808.9084252166,-2905818.4795642532,1805000.026443166,1968190.949003613,1179176.6753386264,-85071.06816740229,319730.10779252107,3421946.0742418882,130956.49668140354,-44264.160279647745,151962.30038427722,-1704750.5302400286,677973.0755597622,-1980814.0542409401,749591.2456960141,-1104201.0826131317,666847.4648795979,-1730151.494524148,988529.8181589796,2008458.1852169742,-760052.4995073671,2771967.6566670574,1161254.9580677217,-4134155.172245317,1564471.1924519886,-3410099.39359682,1290469.7676799372
1757,8.666666666666666,Inhale,33,-6161086.86985587,2807199.4532947266,-4170711.9207788273,1959401.206550272,584253.2375037171,1163149.2831482862,-1624541.239888806,214085.3208136749,3088970.2530418243,-619611.9411544007,-1871396.5343251307,-47515.49303468611,-145109.5737095942,-1359264.509064479,-2250999.539677248,851836.418161126,-2610011.125759337,518068.54254736745,-3634938.6573869167,915430.5597919612,534540.4955409215,-202283.94233654224,203535.6621350628,1447870.1454529618,-3926468.1892471337,1485877.0690070642,-3238786.7008525357,1225640.6160072742
1758,9.0,Inhale,33,-6768632.134677719,2837069.403070802,-4753607.308172622,1851992.7613222962,-915358.5415118451,1149111.4184577789,-3028118.36861592,123849.80926391622,3460150.4304069043,-981691.9344722031,-2977208.760968356,-95478.42002179917,297641.0098402531,-2811766.4524303535,-1954680.020344091,739701.4516581227,-3771579.7579994616,441983.8680709323,-4592283.148173633,1016271.634357276,-703511.3113726826,266226.86724381516,-1754268.1086676205,1555148.4533208804,-3771671.277424457,1427297.9157974925,-3111100.914242241,1177321.0134489383
1759,9.333333333333334,Inhale,33,-6317164.58489081,3760897.7676411537,-4328478.847488864,2553668.590877262,-18477.98070759854,1146226.2667097275,-1305055.7313362164,147038.97620518642,3648270.6984984446,264369.513751261,-998784.5652379752,289301.2892772655,-806426.7435299825,-1498421.8867179647,-1313770.7182289928,497164.8030908146,-2711444.6446223804,486093.9901388648,-2953353.9390452076,1281437.149543907,1905253.630596308,-720997.2280173543,1896839.2491999252,821302.9910177209,-3844288.4550924203,1454778.1331104275,-3170999.922192573,1199988.3465533832
1760,9.666666666666666,Inhale,33,-6815616.424112643,4111721.9986288953,-4934752.485998398,3123884.1243178137,104555.48357507726,1177366.2814131093,-776686.058767234,11080.668644310288,2977889.332261026,226920.8268108995,-1171606.9070341114,262794.57958679594,-884663.888040417,-1001658.4398666795,-1366497.2226797962,517117.87544904865,-3002830.9591177544,326693.0129611703,-3277105.8194729355,1231353.1398371104,2828088.622655545,-1070221.845940734,2242191.500372034,788310.2180732876,-3911462.129667971,1480198.388128943,-3226408.8019737685,1220956.499080817
1761,10.0,Inhale,33,-7078213.422452584,3204796.464067098,-5599333.2692044005,2689588.9179747324,-1905728.4123834614,1243142.1765814682,-2785011.969382473,-143122.3961150455,2857266.596692027,-979159.4661295845,-3261240.9204498823,36033.38080202215,-1455972.9775774048,-1982861.0029235138,-2742977.6968264678,1038013.6713379939,-4680078.838864493,126711.87904336056,-5070296.7173902495,1111980.6466687613,698909.3494926903,-264485.365899513,-2254631.869420873,1489110.7232048905,-3801048.4155574962,1438414.9843183768,-3135332.9415269513,1186491.039014538
1762,10.333333333333334,Inhale,33,-5074843.168476721,2805513.99969531,-4171214.3936152915,2452437.7067717495,-2283228.9488415746,1272457.783084004,-2311929.719020168,23978.55508108751,3233381.0414965576,-254178.93450876005,-1847707.9591467676,402459.0362477839,-3069344.61977679,-1428806.031250362,-3661838.702927935,1385734.4302403396,-4087408.8458801615,150391.977548342,-3959489.711779022,1269338.9921745097,1808849.4761892115,-684515.4037706167,-1294011.7833915518,1112597.2196176746,-3615837.1940878364,1368326.2700743119,-2982559.6062972574,1128677.6595008082
1763,10.666666666666666,Inhale,33,-3289996.452240631,3139434.8560655084,-2700967.134936189,2891622.9648934966,-1257829.5017927354,1186130.8944324432,-130076.58461834338,172646.7550743819,2652327.9863588735,893948.4478633512,176878.3736608792,672503.6442808415,-2499305.7687137662,-170133.23715728745,-2779579.809797216,1051864.857115936,-3023189.4491644856,110810.70463553311,-2521613.4993570424,1289556.2976248446,4668859.365546265,-1766817.0822528033,2533629.1622463497,248543.00180765177,-3322137.255718342,1257182.6207287922,-2740298.263893585,1036999.7046480766
1764,11.0,Inhale,33,-3609798.627068146,2661542.8100720053,-3196952.7391563924,2802347.8405269557,-2298652.054249916,1042928.4161022247,-1138957.9110614657,-31477.700888191295,1991682.515404385,-154926.09362355043,-1748524.262402281,216531.21009185392,-294460.78582345694,-791192.9214689388,-1757411.600646696,665049.9819046347,-4363660.921163648,-88567.6718262125,-4036442.197420718,1038638.080307662,3429246.140008607,-1297715.3914996544,-91539.6680273246,531260.2725400821,-2889302.6174226445,1093386.8040513964,-2383270.267583947,901891.0810349182
1765,11.333333333333334,Inhale,33,-3247374.9618083127,1805789.3314692474,-3336707.6976230885,2219267.9064481165,-3494477.405990085,926369.1304872157,-2843310.7372398274,-192823.64150304603,2412097.495607136,-869070.6043479678,-2927101.440185335,-14686.394098598648,-242941.0180538225,-1626384.0546741285,-2111369.187488494,798996.6831996083,-4997668.260516287,-97179.45460079901,-4662384.539673658,971003.7392648571,1870695.1727603832,-707919.4141745557,-3016474.155097752,872143.9721554628,-2480831.2177951927,938810.6667191777,-2046338.533254608,774387.4024792699
1766,11.666666666666666,Inhale,33,-1454584.9224725915,1729566.91761872,-2057995.5380188331,2159726.380269241,-2353741.6338727055,772028.8698735442,-1628305.4348531044,-154407.44824792803,2636180.183461013,203633.08108114707,-813061.965836808,283278.0893829309,-1716821.584205718,-578268.6250333211,-2993456.140795563,1132801.1898497907,-3546140.3559612553,10925.585703809526,-3076605.701328763,995953.3548700506,3898714.8761239867,-1475374.4978486893,-126655.29300381229,230059.84073791237,-2064172.4815152562,781136.2295404251,-1702653.3921007644,644328.0601936352
1767,12.0,Inhale,33,-1083697.8169050459,1623762.323975741,-1701121.274148564,2199563.1425240627,-1976965.7204780132,562045.7691941499,-1157971.9978485473,-291484.64915962936,2257447.9708640557,67544.31176371967,-792715.8534755401,172418.04775283686,-2006126.0718829965,573452.1485397127,-3450895.850208926,1305908.2015230209,-3670402.0654536197,-62265.746570246636,-3485835.7744057947,782063.2881566496,4369655.330382158,-1653590.540389496,337489.64600570063,-7811.260921943053,-1525944.267799126,577456.7593123027,-1258690.44713631,476321.0045862356
1768,-5.0,Hold,34,-1082267.075650683,707509.2396630351,-627938.718015404,14104.249480577562,-1036237.646874043,352401.3628793007,-139391.20413069084,252412.5769383904,1587401.117530127,-933777.5411367427,-227570.4214186596,670435.7950454333,-330722.04136804387,508272.6892967293,939902.9508815613,-355683.57477888267,-212897.87387044966,423584.79296614235,560080.8013722518,52846.86273147765,-478779.5679619151,181182.5658213535,-192269.50284317913,106337.82495195723,-735725.4652869401,278417.53587822325,-606870.5354535873,229655.49929984863
1769,-4.666666666666667,Hold,34,-1469166.6618285596,711976.6413476751,-1120912.8096295204,220466.30328039872,-1283454.591814393,233656.71221211608,-420182.9167633742,151263.40953566632,1361283.3598226318,-1245790.422711575,-554055.1707507,564413.2306109668,-248662.9754780294,703546.4856952702,1463145.0582625954,-553691.9149522652,-749381.5788395511,306383.2512701045,-31539.37337083157,-37212.65541045349,-713979.1183324124,270188.15600883175,-945695.4259343053,141965.15342066987,-500181.8848510671,189281.75582021856,-412580.04868074844,156130.95634988043
1770,-4.333333333333333,Hold,34,-1746517.6913896156,439278.31030557177,-1465486.6946514829,188206.9132840497,-1919501.06109692,81005.97841396474,-1217106.086002454,-10815.878886479724,1385084.533383003,-1557041.9923581986,-1175480.6290539547,444892.0323435036,-859582.2944265974,528120.1788583148,1014737.7663935439,-384003.0035818818,-1515762.1159866678,202423.71435858685,-840941.223882171,-76002.53120244705,-1633825.511916907,618281.8110087757,-2662358.3666472193,307448.7112804776,-197461.7328297706,74724.6244402695,-162878.29249903734,61637.35657559147
1771,-4.0,Hold,34,-1595339.5457780727,389710.77220125403,-1285473.307908556,239517.00487207103,-2099117.506661881,-43372.88484231866,-1538122.4441222493,-127521.13303739332,1549536.4689553045,-1225040.17196384,-1109011.2292127623,433897.10123658145,-1422997.852788698,3509.3021447096808,120158.15800811403,-45470.95329266237,-1767728.3004031957,131089.26688949458,-1024298.22687425,-28820.816920746893,-1739327.0437208833,658206.3180458997,-2830221.3805489186,195506.56019296282,66382.52196401484,-25120.862417606775,54756.289607767685,-20721.195535189807
1772,-3.6666666666666665,Hold,34,-1302869.6904005476,369083.051021156,-1005626.4669078381,338619.75944747526,-2002173.508503839,-185438.66429385784,-1586183.4037694042,-256447.22654564257,1466215.4482861247,-939190.8341156971,-969141.3127139405,381974.74477984227,-256585.49232390727,-960779.2092078597,430742.2133527537,-163003.9889860737,-1817764.173814216,28223.369887894532,-1089828.712035305,-40093.461191915594,-1503516.630796252,568969.5616760539,-2496843.0367651875,-1234.5793473602964,389128.12772876694,-147256.14318772577,320976.2423307029,-121465.70790547751
1773,-3.3333333333333335,Hold,34,-830547.9093693764,62221.3328956045,-751268.9026737709,286756.95161019656,-1863192.7039954448,-365189.4914999536,-1611633.2016202314,-410032.13914650236,1251618.531663578,-897174.4679494171,-730409.9669097019,355796.81133721943,633208.9148040056,-1556741.9531034469,968963.8734600296,-366680.97915918386,-1700033.3358881027,-98878.98797352832,-1074451.0352167636,-90745.5322773546,-1476004.3562609332,558558.2057505907,-2684473.3963810797,-85972.83885244248,807630.1277665494,-305628.11902409914,666181.8180983872,-252100.42195493364
1774,-3.0,Hold,34,-38704.06948864691,-282304.19553445064,-260660.4380064832,157192.7765632758,-1328831.0728965094,-514273.5959519039,-1211471.6883360522,-490549.79725276324,950645.0721358525,-592362.7671120134,-50823.47064191095,351247.1788256566,-567158.3311559338,-1245058.6722797279,65341.777458847064,-24727.01779175207,-1173455.5440279415,-222764.38103513457,-595093.7554290557,-112756.47022122187,-1113472.6349788355,421366.8303267595,-2183439.4172591143,-234713.8619447717,1193897.61316384,-451801.72120089445,984798.4308860624,-372673.18504070485
1775,-2.6666666666666665,Hold,34,707331.300449979,-500321.1579253343,333501.12022274005,11022.293611160361,-599987.8201713731,-596755.2090003883,-615545.140223499,-495893.0774229917,461387.1845465373,-223946.5086506336,196209.72841691904,19100.492783885704,-1345057.9127354452,-787209.7295958624,-947646.493446346,358613.93146976474,-687957.456235905,-303775.81067164603,-152377.97930856177,-144535.64010550966,-633651.6321874938,239790.15864300757,-1152613.327096275,-419239.0118301816,1453709.7128893915,-550121.3363425623,1199107.0494089706,-453773.106549257
1776,-2.3333333333333335,Hold,34,1207488.793717794,-591616.3975722101,850126.1198123409,-126555.13659583392,151664.59995013158,-591458.7490685931,-12490.246899289126,-423641.7545796282,-54800.498299127634,79556.99904204316,137953.45146835607,-538366.7789725519,44323.632503321605,-611975.4817661869,-275694.7366635243,104330.01555344829,-243021.86698959715,-215386.2892115954,126711.01124385986,-128542.19036450026,-203207.64070546904,76899.02452238573,-56671.911312644595,-519875.5561182421,1449155.1558862538,-548397.7742291648,1195350.1773450554,-452351.4090384376
1777,-2.0,Hold,34,1420621.7163735032,-398688.3611146802,1154813.2614740836,-126069.92583497228,1122052.0346199803,-424317.07548142393,813947.2165450879,-186788.36095653163,-558361.6010199354,620189.8427342598,752255.6189822624,-732066.533796217,1425665.0884499687,-349755.11778502073,861467.1310808719,-326001.4328606611,448499.4983803383,28589.39785707304,467368.0914717646,19000.081632552734,604275.0249756272,-228673.29103641954,1661247.74829588,-568964.5428466611,1021131.5883814609,-386422.59111379617,842290.6410721318,-318744.5532949328
1778,-1.6666666666666667,Hold,34,1085855.2610983122,-118151.1068734874,926738.3877324836,-71154.08755502109,1478419.7385072608,-116973.73344135423,1019694.9839263314,114150.86049544565,-1109700.8880233504,928337.4380448968,953711.139862478,-529685.8705808287,1093049.1132139966,-47431.939983638484,557256.0151840898,-210880.0822061561,557162.1378949807,182483.46132097588,101701.18543442719,203964.7122916063,960831.0205403984,-363603.29736566055,2465309.503611965,-415317.93133977155,357234.11033764784,-135186.6224897704,294668.14192484226,-111510.04260065073
1779,-1.3333333333333333,Hold,34,723543.3921102063,-111345.14375117332,563385.2681263608,-127944.21079281076,763674.0253746774,165883.0918594097,250766.5271623174,263509.03561719856,-1389559.6580982094,857360.0178154121,144018.88265432068,-328034.8080118338,-215053.12624413797,352057.2870985222,-773023.0552757942,292531.90813913656,185771.46289353142,176951.37610783958,-585229.1508302381,359795.6539956973,619888.3916149848,-234581.79260608758,1470013.375211653,-86214.73155778037,-189149.5722627613,71579.0879975589,-156021.92341561895,59042.7292650739
1780,-1.0,Hold,34,1262908.8773597304,-65284.52017565367,920124.2975293138,-103592.69783020091,842843.4488895289,340035.05726335687,463120.3533894923,321383.4551599951,-1437340.2985330296,1464291.8501329327,530771.0092777767,-157821.15840854438,-1081012.302713221,1132566.578178321,-1527295.6098736564,577968.1420879051,1235635.0278646855,154952.92141035982,422962.3686636401,459071.0432975069,1688174.109778085,-638848.7254474958,2172415.536532085,-80301.95478545077,-636850.123348832,241000.55038515147,-525312.2171184522,198791.72321404543
1781,-0.6666666666666666,Hold,34,1701977.600328051,172357.66796948714,1285034.736054504,23239.188231178236,2408794.3502336103,462117.05232335476,2046190.5545607966,424165.68659423257,-1906335.6863986212,2271398.2988270684,1870979.21397482,-73783.57225237641,-259528.20362189223,1398292.5751623234,-1211414.4308787137,458430.5378651391,3053993.0467477203,21896.918207844286,2083647.3341193341,261972.6975493193,3547530.258896738,-1342477.1599420682,4601613.780303494,-175784.3112849768,-1131842.4885190336,428318.45779980405,-933611.6383966319,353302.7794929527
