,0
0,0
1,5
2,6
3,7
4,10
5,11
6,12
7,13
8,14
9,15
10,16
11,17
12,18
13,20
14,21
15,22
16,23
17,24
18,25
19,26
20,28
21,29
22,30
23,31
24,32
25,33
26,34
27,35
28,36
29,37
30,38
31,39
32,40
33,41
34,42
35,43
36,44
37,53
38,55
39,56
40,57
41,64
42,65
43,66
44,67
45,68
46,69
47,74
48,76
49,85
50,86
51,92
52,94
53,99
54,100
55,102
56,103
57,104
58,106
59,107
60,108
61,109
62,110
63,111
64,113
65,115
66,117
67,119
68,121
69,123
