# -*- coding: utf-8 -*-

# A datafile created by Gustav!
# 
# Experiment: srm-nirs-eeg-1
# 
# Vocoded speech in spatially-separated speech or noise maskers.
# 
# $comments
# 

S,Trial,Date,Block,Condition,masker,Soundfile,Ear,Times
NDARYZ656HJ9,22,2023-07-20,22,1,m_noise__ild_0__itd_50__targ_r,stim/bobmike/srm-nirs-eeg-1/s_NDARYZ656HJ9/m_noise__ild_0__itd_50__targ_r/1_m_noise__ild_0__itd_50__targ_r.wav,b,3.149,6.4,9.672
NDARYZ656HJ9,23,2023-07-20,23,5,m_noise__ild_0__itd_500__targ_r,stim/bobmike/srm-nirs-eeg-1/s_NDARYZ656HJ9/m_noise__ild_0__itd_500__targ_r/1_m_noise__ild_0__itd_500__targ_r.wav,b,6.425,8.167,9.738,12.992
NDARYZ656HJ9,24,2023-07-20,24,9,m_speech__ild_10__itd_0__targ_r,stim/bobmike/srm-nirs-eeg-1/s_NDARYZ656HJ9/m_speech__ild_10__itd_0__targ_r/1_m_speech__ild_10__itd_0__targ_r.wav,b,2.734,3.072
NDARYZ656HJ9,25,2023-07-20,25,3,m_speech__ild_10__itd_0__targ_l,stim/bobmike/srm-nirs-eeg-1/s_NDARYZ656HJ9/m_speech__ild_10__itd_0__targ_l/2_m_speech__ild_10__itd_0__targ_l.wav,b,6.893,8.264,11.8,13.856
NDARYZ656HJ9,26,2023-07-20,26,5,m_noise__ild_0__itd_500__targ_r,stim/bobmike/srm-nirs-eeg-1/s_NDARYZ656HJ9/m_noise__ild_0__itd_500__targ_r/2_m_noise__ild_0__itd_500__targ_r.wav,b,3.891,8.909
NDARYZ656HJ9,27,2023-07-20,27,12,m_noise__ild_0__itd_50__targ_l,stim/bobmike/srm-nirs-eeg-1/s_NDARYZ656HJ9/m_noise__ild_0__itd_50__targ_l/2_m_noise__ild_0__itd_50__targ_l.wav,b,6.639,7.13
NDARYZ656HJ9,28,2023-07-20,28,11,m_noise__ild_10__itd_0__targ_r,stim/bobmike/srm-nirs-eeg-1/s_NDARYZ656HJ9/m_noise__ild_10__itd_0__targ_r/2_m_noise__ild_10__itd_0__targ_r.wav,b,6.382,11.113
NDARYZ656HJ9,29,2023-07-20,29,10,m_noise__ild_10__itd_0__targ_l,stim/bobmike/srm-nirs-eeg-1/s_NDARYZ656HJ9/m_noise__ild_10__itd_0__targ_l/2_m_noise__ild_10__itd_0__targ_l.wav,b,6.852,9.426
NDARYZ656HJ9,30,2023-07-20,30,8,m_speech__ild_0__itd_500__targ_l,stim/bobmike/srm-nirs-eeg-1/s_NDARYZ656HJ9/m_speech__ild_0__itd_500__targ_l/2_m_speech__ild_0__itd_500__targ_l.wav,b,6.094,12.065
NDARYZ656HJ9,31,2023-07-20,31,7,m_noise__ild_0__itd_500__targ_l,stim/bobmike/srm-nirs-eeg-1/s_NDARYZ656HJ9/m_noise__ild_0__itd_500__targ_l/2_m_noise__ild_0__itd_500__targ_l.wav,b,3.585,5.78,7.772
NDARYZ656HJ9,32,2023-07-20,32,6,m_speech__ild_0__itd_50__targ_l,stim/bobmike/srm-nirs-eeg-1/s_NDARYZ656HJ9/m_speech__ild_0__itd_50__targ_l/2_m_speech__ild_0__itd_50__targ_l.wav,b,4.655,11.604
NDARYZ656HJ9,33,2023-07-20,33,2,m_speech__ild_0__itd_500__targ_r,stim/bobmike/srm-nirs-eeg-1/s_NDARYZ656HJ9/m_speech__ild_0__itd_500__targ_r/2_m_speech__ild_0__itd_500__targ_r.wav,b,3.723,7.966
NDARYZ656HJ9,34,2023-07-20,34,1,m_noise__ild_0__itd_50__targ_r,stim/bobmike/srm-nirs-eeg-1/s_NDARYZ656HJ9/m_noise__ild_0__itd_50__targ_r/2_m_noise__ild_0__itd_50__targ_r.wav,b,3.986,5.847,8.445
NDARYZ656HJ9,35,2023-07-20,35,9,m_speech__ild_10__itd_0__targ_r,stim/bobmike/srm-nirs-eeg-1/s_NDARYZ656HJ9/m_speech__ild_10__itd_0__targ_r/2_m_speech__ild_10__itd_0__targ_r.wav,b,3.058,6.037,8.06,10.213
NDARYZ656HJ9,36,2023-07-20,36,4,m_speech__ild_0__itd_50__targ_r,stim/bobmike/srm-nirs-eeg-1/s_NDARYZ656HJ9/m_speech__ild_0__itd_50__targ_r/2_m_speech__ild_0__itd_50__targ_r.wav,b,5.418,9.525
NDARYZ656HJ9,37,2023-07-20,37,10,m_noise__ild_10__itd_0__targ_l,stim/bobmike/srm-nirs-eeg-1/s_NDARYZ656HJ9/m_noise__ild_10__itd_0__targ_l/3_m_noise__ild_10__itd_0__targ_l.wav,b,4.361,6.276,9.412
NDARYZ656HJ9,38,2023-07-20,38,8,m_speech__ild_0__itd_500__targ_l,stim/bobmike/srm-nirs-eeg-1/s_NDARYZ656HJ9/m_speech__ild_0__itd_500__targ_l/3_m_speech__ild_0__itd_500__targ_l.wav,b,7.609,8.387,9.575,10.363,13.739
NDARYZ656HJ9,39,2023-07-20,39,11,m_noise__ild_10__itd_0__targ_r,stim/bobmike/srm-nirs-eeg-1/s_NDARYZ656HJ9/m_noise__ild_10__itd_0__targ_r/3_m_noise__ild_10__itd_0__targ_r.wav,b,6.535,9.164,12.386
NDARYZ656HJ9,40,2023-07-20,40,1,m_noise__ild_0__itd_50__targ_r,stim/bobmike/srm-nirs-eeg-1/s_NDARYZ656HJ9/m_noise__ild_0__itd_50__targ_r/3_m_noise__ild_0__itd_50__targ_r.wav,b,3.351,6.274,11.114
NDARYZ656HJ9,41,2023-07-20,41,6,m_speech__ild_0__itd_50__targ_l,stim/bobmike/srm-nirs-eeg-1/s_NDARYZ656HJ9/m_speech__ild_0__itd_50__targ_l/3_m_speech__ild_0__itd_50__targ_l.wav,b,4.187,5.674,9.17
NDARYZ656HJ9,42,2023-07-20,42,2,m_speech__ild_0__itd_500__targ_r,stim/bobmike/srm-nirs-eeg-1/s_NDARYZ656HJ9/m_speech__ild_0__itd_500__targ_r/3_m_speech__ild_0__itd_500__targ_r.wav,b,3.061,6.868,8.12
NDARYZ656HJ9,43,2023-07-20,43,9,m_speech__ild_10__itd_0__targ_r,stim/bobmike/srm-nirs-eeg-1/s_NDARYZ656HJ9/m_speech__ild_10__itd_0__targ_r/3_m_speech__ild_10__itd_0__targ_r.wav,b,5.949,9.452
NDARYZ656HJ9,44,2023-07-20,44,4,m_speech__ild_0__itd_50__targ_r,stim/bobmike/srm-nirs-eeg-1/s_NDARYZ656HJ9/m_speech__ild_0__itd_50__targ_r/3_m_speech__ild_0__itd_50__targ_r.wav,b,4.859,8.909,10.552
NDARYZ656HJ9,45,2023-07-20,45,7,m_noise__ild_0__itd_500__targ_l,stim/bobmike/srm-nirs-eeg-1/s_NDARYZ656HJ9/m_noise__ild_0__itd_500__targ_l/3_m_noise__ild_0__itd_500__targ_l.wav,b,4.289,6.179,6.983,9.367
NDARYZ656HJ9,46,2023-07-20,46,12,m_noise__ild_0__itd_50__targ_l,stim/bobmike/srm-nirs-eeg-1/s_NDARYZ656HJ9/m_noise__ild_0__itd_50__targ_l/3_m_noise__ild_0__itd_50__targ_l.wav,b,4.54,13.351
NDARYZ656HJ9,47,2023-07-20,47,5,m_noise__ild_0__itd_500__targ_r,stim/bobmike/srm-nirs-eeg-1/s_NDARYZ656HJ9/m_noise__ild_0__itd_500__targ_r/3_m_noise__ild_0__itd_500__targ_r.wav,b,5.278,5.545,5.874,6.354,9.429
NDARYZ656HJ9,48,2023-07-20,48,3,m_speech__ild_10__itd_0__targ_l,stim/bobmike/srm-nirs-eeg-1/s_NDARYZ656HJ9/m_speech__ild_10__itd_0__targ_l/3_m_speech__ild_10__itd_0__targ_l.wav,b,6.81,9.138,10.466
501,1,2023-07-20,1,7,m_noise__ild_0__itd_500__targ_l,stim/bobmike/srm-nirs-eeg-1/s_501/m_noise__ild_0__itd_500__targ_l/0_m_noise__ild_0__itd_500__targ_l.wav,b,
501,2,2023-07-20,2,4,m_speech__ild_0__itd_50__targ_r,stim/bobmike/srm-nirs-eeg-1/s_501/m_speech__ild_0__itd_50__targ_r/0_m_speech__ild_0__itd_50__targ_r.wav,b,
501,3,2023-07-20,3,6,m_speech__ild_0__itd_50__targ_l,stim/bobmike/srm-nirs-eeg-1/s_501/m_speech__ild_0__itd_50__targ_l/0_m_speech__ild_0__itd_50__targ_l.wav,b,
501,4,2023-07-20,4,2,m_speech__ild_0__itd_500__targ_r,stim/bobmike/srm-nirs-eeg-1/s_501/m_speech__ild_0__itd_500__targ_r/0_m_speech__ild_0__itd_500__targ_r.wav,b,
501,5,2023-07-20,5,8,m_speech__ild_0__itd_500__targ_l,stim/bobmike/srm-nirs-eeg-1/s_501/m_speech__ild_0__itd_500__targ_l/0_m_speech__ild_0__itd_500__targ_l.wav,b,
501,6,2023-07-20,6,5,m_noise__ild_0__itd_500__targ_r,stim/bobmike/srm-nirs-eeg-1/s_501/m_noise__ild_0__itd_500__targ_r/0_m_noise__ild_0__itd_500__targ_r.wav,b,
501,7,2023-07-20,7,3,m_speech__ild_10__itd_0__targ_l,stim/bobmike/srm-nirs-eeg-1/s_501/m_speech__ild_10__itd_0__targ_l/0_m_speech__ild_10__itd_0__targ_l.wav,b,
501,8,2023-07-20,8,9,m_speech__ild_10__itd_0__targ_r,stim/bobmike/srm-nirs-eeg-1/s_501/m_speech__ild_10__itd_0__targ_r/0_m_speech__ild_10__itd_0__targ_r.wav,b,
501,9,2023-07-20,9,10,m_noise__ild_10__itd_0__targ_l,stim/bobmike/srm-nirs-eeg-1/s_501/m_noise__ild_10__itd_0__targ_l/0_m_noise__ild_10__itd_0__targ_l.wav,b,
501,10,2023-07-20,10,11,m_noise__ild_10__itd_0__targ_r,stim/bobmike/srm-nirs-eeg-1/s_501/m_noise__ild_10__itd_0__targ_r/0_m_noise__ild_10__itd_0__targ_r.wav,b,
501,11,2023-07-20,11,12,m_noise__ild_0__itd_50__targ_l,stim/bobmike/srm-nirs-eeg-1/s_501/m_noise__ild_0__itd_50__targ_l/0_m_noise__ild_0__itd_50__targ_l.wav,b,
501,12,2023-07-20,12,1,m_noise__ild_0__itd_50__targ_r,stim/bobmike/srm-nirs-eeg-1/s_501/m_noise__ild_0__itd_50__targ_r/0_m_noise__ild_0__itd_50__targ_r.wav,b,
501,13,2023-07-20,13,8,m_speech__ild_0__itd_500__targ_l,stim/bobmike/srm-nirs-eeg-1/s_501/m_speech__ild_0__itd_500__targ_l/1_m_speech__ild_0__itd_500__targ_l.wav,b,
501,14,2023-07-20,14,11,m_noise__ild_10__itd_0__targ_r,stim/bobmike/srm-nirs-eeg-1/s_501/m_noise__ild_10__itd_0__targ_r/1_m_noise__ild_10__itd_0__targ_r.wav,b,
501,15,2023-07-20,15,2,m_speech__ild_0__itd_500__targ_r,stim/bobmike/srm-nirs-eeg-1/s_501/m_speech__ild_0__itd_500__targ_r/1_m_speech__ild_0__itd_500__targ_r.wav,b,
501,16,2023-07-20,16,6,m_speech__ild_0__itd_50__targ_l,stim/bobmike/srm-nirs-eeg-1/s_501/m_speech__ild_0__itd_50__targ_l/1_m_speech__ild_0__itd_50__targ_l.wav,b,
501,17,2023-07-20,17,10,m_noise__ild_10__itd_0__targ_l,stim/bobmike/srm-nirs-eeg-1/s_501/m_noise__ild_10__itd_0__targ_l/1_m_noise__ild_10__itd_0__targ_l.wav,b,
501,18,2023-07-20,18,4,m_speech__ild_0__itd_50__targ_r,stim/bobmike/srm-nirs-eeg-1/s_501/m_speech__ild_0__itd_50__targ_r/1_m_speech__ild_0__itd_50__targ_r.wav,b,
501,19,2023-07-20,19,3,m_speech__ild_10__itd_0__targ_l,stim/bobmike/srm-nirs-eeg-1/s_501/m_speech__ild_10__itd_0__targ_l/1_m_speech__ild_10__itd_0__targ_l.wav,b,
501,20,2023-07-20,20,1,m_noise__ild_0__itd_50__targ_r,stim/bobmike/srm-nirs-eeg-1/s_501/m_noise__ild_0__itd_50__targ_r/1_m_noise__ild_0__itd_50__targ_r.wav,b,
501,21,2023-07-20,21,5,m_noise__ild_0__itd_500__targ_r,stim/bobmike/srm-nirs-eeg-1/s_501/m_noise__ild_0__itd_500__targ_r/1_m_noise__ild_0__itd_500__targ_r.wav,b,
501,22,2023-07-20,22,9,m_speech__ild_10__itd_0__targ_r,stim/bobmike/srm-nirs-eeg-1/s_501/m_speech__ild_10__itd_0__targ_r/1_m_speech__ild_10__itd_0__targ_r.wav,b,
501,23,2023-07-20,23,12,m_noise__ild_0__itd_50__targ_l,stim/bobmike/srm-nirs-eeg-1/s_501/m_noise__ild_0__itd_50__targ_l/1_m_noise__ild_0__itd_50__targ_l.wav,b,
501,24,2023-07-20,24,7,m_noise__ild_0__itd_500__targ_l,stim/bobmike/srm-nirs-eeg-1/s_501/m_noise__ild_0__itd_500__targ_l/1_m_noise__ild_0__itd_500__targ_l.wav,b,
501,25,2023-07-20,25,2,m_speech__ild_0__itd_500__targ_r,stim/bobmike/srm-nirs-eeg-1/s_501/m_speech__ild_0__itd_500__targ_r/2_m_speech__ild_0__itd_500__targ_r.wav,b,
501,26,2023-07-20,26,5,m_noise__ild_0__itd_500__targ_r,stim/bobmike/srm-nirs-eeg-1/s_501/m_noise__ild_0__itd_500__targ_r/2_m_noise__ild_0__itd_500__targ_r.wav,b,
501,27,2023-07-20,27,3,m_speech__ild_10__itd_0__targ_l,stim/bobmike/srm-nirs-eeg-1/s_501/m_speech__ild_10__itd_0__targ_l/2_m_speech__ild_10__itd_0__targ_l.wav,b,
501,28,2023-07-20,28,1,m_noise__ild_0__itd_50__targ_r,stim/bobmike/srm-nirs-eeg-1/s_501/m_noise__ild_0__itd_50__targ_r/2_m_noise__ild_0__itd_50__targ_r.wav,b,
501,29,2023-07-20,29,4,m_speech__ild_0__itd_50__targ_r,stim/bobmike/srm-nirs-eeg-1/s_501/m_speech__ild_0__itd_50__targ_r/2_m_speech__ild_0__itd_50__targ_r.wav,b,
501,30,2023-07-20,30,10,m_noise__ild_10__itd_0__targ_l,stim/bobmike/srm-nirs-eeg-1/s_501/m_noise__ild_10__itd_0__targ_l/2_m_noise__ild_10__itd_0__targ_l.wav,b,
501,31,2023-07-20,31,9,m_speech__ild_10__itd_0__targ_r,stim/bobmike/srm-nirs-eeg-1/s_501/m_speech__ild_10__itd_0__targ_r/2_m_speech__ild_10__itd_0__targ_r.wav,b,
501,32,2023-07-20,32,12,m_noise__ild_0__itd_50__targ_l,stim/bobmike/srm-nirs-eeg-1/s_501/m_noise__ild_0__itd_50__targ_l/2_m_noise__ild_0__itd_50__targ_l.wav,b,
501,33,2023-07-20,33,7,m_noise__ild_0__itd_500__targ_l,stim/bobmike/srm-nirs-eeg-1/s_501/m_noise__ild_0__itd_500__targ_l/2_m_noise__ild_0__itd_500__targ_l.wav,b,
501,34,2023-07-20,34,8,m_speech__ild_0__itd_500__targ_l,stim/bobmike/srm-nirs-eeg-1/s_501/m_speech__ild_0__itd_500__targ_l/2_m_speech__ild_0__itd_500__targ_l.wav,b,
501,35,2023-07-20,35,11,m_noise__ild_10__itd_0__targ_r,stim/bobmike/srm-nirs-eeg-1/s_501/m_noise__ild_10__itd_0__targ_r/2_m_noise__ild_10__itd_0__targ_r.wav,b,
501,36,2023-07-20,36,6,m_speech__ild_0__itd_50__targ_l,stim/bobmike/srm-nirs-eeg-1/s_501/m_speech__ild_0__itd_50__targ_l/2_m_speech__ild_0__itd_50__targ_l.wav,b,
501,37,2023-07-20,37,5,m_noise__ild_0__itd_500__targ_r,stim/bobmike/srm-nirs-eeg-1/s_501/m_noise__ild_0__itd_500__targ_r/3_m_noise__ild_0__itd_500__targ_r.wav,b,
501,38,2023-07-20,38,4,m_speech__ild_0__itd_50__targ_r,stim/bobmike/srm-nirs-eeg-1/s_501/m_speech__ild_0__itd_50__targ_r/3_m_speech__ild_0__itd_50__targ_r.wav,b,
501,39,2023-07-20,39,10,m_noise__ild_10__itd_0__targ_l,stim/bobmike/srm-nirs-eeg-1/s_501/m_noise__ild_10__itd_0__targ_l/3_m_noise__ild_10__itd_0__targ_l.wav,b,
501,40,2023-07-20,40,8,m_speech__ild_0__itd_500__targ_l,stim/bobmike/srm-nirs-eeg-1/s_501/m_speech__ild_0__itd_500__targ_l/3_m_speech__ild_0__itd_500__targ_l.wav,b,
501,41,2023-07-20,41,1,m_noise__ild_0__itd_50__targ_r,stim/bobmike/srm-nirs-eeg-1/s_501/m_noise__ild_0__itd_50__targ_r/3_m_noise__ild_0__itd_50__targ_r.wav,b,
501,42,2023-07-20,42,6,m_speech__ild_0__itd_50__targ_l,stim/bobmike/srm-nirs-eeg-1/s_501/m_speech__ild_0__itd_50__targ_l/3_m_speech__ild_0__itd_50__targ_l.wav,b,
501,43,2023-07-20,43,11,m_noise__ild_10__itd_0__targ_r,stim/bobmike/srm-nirs-eeg-1/s_501/m_noise__ild_10__itd_0__targ_r/3_m_noise__ild_10__itd_0__targ_r.wav,b,
501,44,2023-07-20,44,12,m_noise__ild_0__itd_50__targ_l,stim/bobmike/srm-nirs-eeg-1/s_501/m_noise__ild_0__itd_50__targ_l/3_m_noise__ild_0__itd_50__targ_l.wav,b,
501,45,2023-07-20,45,9,m_speech__ild_10__itd_0__targ_r,stim/bobmike/srm-nirs-eeg-1/s_501/m_speech__ild_10__itd_0__targ_r/3_m_speech__ild_10__itd_0__targ_r.wav,b,
501,46,2023-07-20,46,2,m_speech__ild_0__itd_500__targ_r,stim/bobmike/srm-nirs-eeg-1/s_501/m_speech__ild_0__itd_500__targ_r/3_m_speech__ild_0__itd_500__targ_r.wav,b,
501,47,2023-07-20,47,3,m_speech__ild_10__itd_0__targ_l,stim/bobmike/srm-nirs-eeg-1/s_501/m_speech__ild_10__itd_0__targ_l/3_m_speech__ild_10__itd_0__targ_l.wav,b,
501,48,2023-07-20,48,7,m_noise__ild_0__itd_500__targ_l,stim/bobmike/srm-nirs-eeg-1/s_501/m_noise__ild_0__itd_500__targ_l/3_m_noise__ild_0__itd_500__targ_l.wav,b,
NDARCD778KPR,1,2023-07-20,1,11,m_noise__ild_10__itd_0__targ_r,stim/bobmike/srm-nirs-eeg-1/s_NDARCD778KPR/m_noise__ild_10__itd_0__targ_r/0_m_noise__ild_10__itd_0__targ_r.wav,b,2.537,3.515,4.691,6.879
NDARCD778KPR,2,2023-07-20,2,9,m_speech__ild_10__itd_0__targ_r,stim/bobmike/srm-nirs-eeg-1/s_NDARCD778KPR/m_speech__ild_10__itd_0__targ_r/0_m_speech__ild_10__itd_0__targ_r.wav,b,6.618,8.441,11.345
NDARCD778KPR,3,2023-07-20,3,10,m_noise__ild_10__itd_0__targ_l,stim/bobmike/srm-nirs-eeg-1/s_NDARCD778KPR/m_noise__ild_10__itd_0__targ_l/0_m_noise__ild_10__itd_0__targ_l.wav,b,3.703,4.163,4.954,7.772
NDARCD778KPR,4,2023-07-20,4,4,m_speech__ild_0__itd_50__targ_r,stim/bobmike/srm-nirs-eeg-1/s_NDARCD778KPR/m_speech__ild_0__itd_50__targ_r/0_m_speech__ild_0__itd_50__targ_r.wav,b,13.177
NDARCD778KPR,5,2023-07-20,5,8,m_speech__ild_0__itd_500__targ_l,stim/bobmike/srm-nirs-eeg-1/s_NDARCD778KPR/m_speech__ild_0__itd_500__targ_l/0_m_speech__ild_0__itd_500__targ_l.wav,b,4.643,4.941,6.182,6.742,9.814
NDARCD778KPR,6,2023-07-20,6,12,m_noise__ild_0__itd_50__targ_l,stim/bobmike/srm-nirs-eeg-1/s_NDARCD778KPR/m_noise__ild_0__itd_50__targ_l/0_m_noise__ild_0__itd_50__targ_l.wav,b,2.134,4.62,8.079
NDARCD778KPR,7,2023-07-20,7,6,m_speech__ild_0__itd_50__targ_l,stim/bobmike/srm-nirs-eeg-1/s_NDARCD778KPR/m_speech__ild_0__itd_50__targ_l/0_m_speech__ild_0__itd_50__targ_l.wav,b,7.807,8.061,10.37,14.006
